location,base_ts,ts,cloud,temp,temp_max,temp_min,humidity,ground_press,wind_speed,wind_dir,rain,snow
Gaigeturi,1718330400,1718395200,32.0,22.9,22.9,22.9,88.0,1004.0,0.81,29.0,0.0,0.0
Gaigeturi,1718330400,1718398800,44.0,23.15,23.15,23.15,87.0,1004.0,1.32,128.0,0.0,0.0
Gaigeturi,1718330400,1718402400,39.0,23.59,23.59,23.59,85.0,1003.0,0.99,88.0,0.0,0.0
Gaigeturi,1718330400,1718406000,51.0,23.98,23.98,23.98,82.0,1004.0,0.8,9.0,0.0,0.0
Gaigeturi,1718330400,1718409600,59.0,24.19,24.19,24.19,81.0,1004.0,1.69,328.0,0.0,0.0
Gaigeturi,1718330400,1718413200,36.0,24.38,24.38,24.38,81.0,1004.0,1.85,327.0,0.0,0.0
Gaigeturi,1718330400,1718416800,41.0,24.21,24.21,24.21,81.0,1004.0,2.08,320.0,0.16,0.0
Gaigeturi,1718330400,1718420400,46.0,24.49,24.49,24.49,80.0,1003.0,1.66,319.0,0.0,0.0
Gaigeturi,1718330400,1718424000,53.0,24.78,24.78,24.78,79.0,1003.0,1.46,314.0,0.0,0.0
Gaigeturi,1718330400,1718427600,58.0,24.96,24.96,24.96,78.0,1003.0,1.86,310.0,0.0,0.0
Gaigeturi,1718330400,1718431200,62.0,24.86,24.86,24.86,79.0,1003.0,2.14,297.0,0.0,0.0
Gaigeturi,1718330400,1718434800,57.0,24.79,24.79,24.79,80.0,1003.0,1.59,298.0,0.0,0.0
Gaigeturi,1718330400,1718438400,63.0,24.81,24.81,24.81,80.0,1003.0,1.87,294.0,0.0,0.0
Gaigeturi,1718330400,1718442000,61.0,24.85,24.85,24.85,81.0,1003.0,2.64,295.0,0.0,0.0
Gaigeturi,1718330400,1718445600,60.0,24.55,24.55,24.55,83.0,1003.0,2.9,308.0,0.0,0.0
Gaigeturi,1718330400,1718449200,58.0,24.07,24.07,24.07,86.0,1004.0,2.61,321.0,0.0,0.0
Gaigeturi,1718330400,1718452800,64.0,23.69,23.69,23.69,87.0,1004.0,2.17,335.0,0.0,0.0
Gaigeturi,1718330400,1718456400,3.0,23.44,23.44,23.44,89.0,1005.0,2.47,339.0,0.0,0.0
Gaigeturi,1718330400,1718460000,3.0,23.11,23.11,23.11,90.0,1005.0,1.53,350.0,0.0,0.0
Gaigeturi,1718330400,1718463600,3.0,22.88,22.88,22.88,90.0,1006.0,1.67,345.0,0.0,0.0
Gaigeturi,1718416800,1718463600,8.0,23.1,23.1,23.1,89.0,1006.0,2.79,288.0,0.0,0.0
Gaigeturi,1718416800,1718467200,9.0,23.01,23.01,23.01,89.0,1005.0,2.3,285.0,0.0,0.0
Gaigeturi,1718416800,1718470800,8.0,22.81,22.81,22.81,89.0,1005.0,2.58,294.0,0.0,0.0
Gaigeturi,1718416800,1718474400,9.0,22.69,22.69,22.69,89.0,1005.0,2.54,278.0,0.0,0.0
Gaigeturi,1718416800,1718478000,5.0,22.41,22.41,22.41,91.0,1005.0,2.07,303.0,0.0,0.0
Gaigeturi,1718416800,1718481600,13.0,22.38,22.38,22.38,92.0,1006.0,2.24,281.0,0.0,0.0
Gaigeturi,1718416800,1718485200,16.0,22.35,22.35,22.35,92.0,1006.0,2.39,285.0,0.0,0.0
Gaigeturi,1718416800,1718488800,17.0,22.62,22.62,22.62,92.0,1007.0,4.34,309.0,0.15,0.0
Gaigeturi,1718416800,1718492400,19.0,22.74,22.74,22.74,88.0,1008.0,4.3,313.0,0.0,0.0
Gaigeturi,1718416800,1718496000,20.0,22.86,22.86,22.86,84.0,1008.0,3.67,323.0,0.0,0.0
Gaigeturi,1718416800,1718499600,31.0,23.16,23.16,23.16,82.0,1008.0,4.11,328.0,0.0,0.0
Gaigeturi,1718416800,1718503200,57.0,23.33,23.33,23.33,81.0,1008.0,4.05,332.0,0.0,0.0
Gaigeturi,1718416800,1718506800,70.0,23.51,23.51,23.51,80.0,1008.0,4.34,338.0,0.0,0.0
Gaigeturi,1718416800,1718510400,70.0,23.65,23.65,23.65,76.0,1008.0,3.92,346.0,0.0,0.0
Gaigeturi,1718416800,1718514000,76.0,23.56,23.56,23.56,75.0,1008.0,3.39,351.0,0.0,0.0
Gaigeturi,1718416800,1718517600,80.0,23.44,23.44,23.44,74.0,1008.0,3.27,347.0,0.0,0.0
Gaigeturi,1718416800,1718521200,98.0,23.59,23.59,23.59,71.0,1008.0,3.38,334.0,0.0,0.0
Gaigeturi,1718416800,1718524800,99.0,23.49,23.49,23.49,70.0,1008.0,3.52,334.0,0.0,0.0
Gaigeturi,1718416800,1718528400,99.0,23.2,23.2,23.2,71.0,1008.0,2.88,347.0,0.0,0.0
Gaigeturi,1718416800,1718532000,99.0,23.11,23.11,23.11,72.0,1009.0,2.85,334.0,0.0,0.0
Gaigeturi,1718416800,1718535600,89.0,22.62,22.62,22.62,76.0,1009.0,3.4,357.0,0.0,0.0
Gaigeturi,1718416800,1718539200,90.0,22.39,22.39,22.39,78.0,1009.0,2.53,6.0,0.0,0.0
Gaigeturi,1718416800,1718542800,84.0,22.3,22.3,22.3,77.0,1009.0,2.17,13.0,0.0,0.0
Gaigeturi,1718416800,1718546400,92.0,22.26,22.26,22.26,75.0,1009.0,1.4,17.0,0.0,0.0
Gaigeturi,1718416800,1718550000,95.0,22.26,22.26,22.26,75.0,1010.0,1.0,348.0,0.0,0.0
Gaigeturi,1718503200,1718550000,100.0,22.24,22.24,22.24,76.0,1010.0,2.09,319.0,0.0,0.0
Gaigeturi,1718503200,1718553600,100.0,22.19,22.19,22.19,74.0,1010.0,1.8,319.0,0.0,0.0
Gaigeturi,1718503200,1718557200,100.0,22.11,22.11,22.11,73.0,1009.0,1.26,332.0,0.0,0.0
Gaigeturi,1718503200,1718560800,100.0,22.16,22.16,22.16,70.0,1009.0,1.75,326.0,0.0,0.0
Gaigeturi,1718503200,1718564400,100.0,22.12,22.12,22.12,68.0,1009.0,0.88,339.0,0.0,0.0
Gaigeturi,1718503200,1718568000,100.0,22.13,22.13,22.13,67.0,1009.0,1.4,13.0,0.0,0.0
Gaigeturi,1718503200,1718571600,100.0,22.08,22.08,22.08,66.0,1009.0,1.72,23.0,0.0,0.0
Gaigeturi,1718503200,1718575200,100.0,22.34,22.34,22.34,64.0,1010.0,1.45,46.0,0.0,0.0
Gaigeturi,1718503200,1718578800,100.0,22.92,22.92,22.92,60.0,1010.0,1.46,59.0,0.0,0.0
Gaigeturi,1718503200,1718582400,100.0,23.0,23.0,23.0,60.0,1010.0,0.29,195.0,0.0,0.0
Gaigeturi,1718503200,1718586000,100.0,23.18,23.18,23.18,60.0,1010.0,0.52,3.0,0.0,0.0
Gaigeturi,1718503200,1718589600,100.0,23.38,23.38,23.38,59.0,1009.0,1.49,5.0,0.0,0.0
Gaigeturi,1718503200,1718593200,100.0,23.69,23.69,23.69,58.0,1009.0,1.31,6.0,0.0,0.0
Gaigeturi,1718503200,1718596800,100.0,23.23,23.23,23.23,61.0,1009.0,1.78,46.0,0.0,0.0
Gaigeturi,1718503200,1718600400,100.0,23.39,23.39,23.39,61.0,1008.0,2.2,67.0,0.0,0.0
Gaigeturi,1718503200,1718604000,100.0,23.32,23.32,23.32,62.0,1007.0,1.54,62.0,0.0,0.0
Gaigeturi,1718503200,1718607600,100.0,23.37,23.37,23.37,61.0,1007.0,1.4,4.0,0.0,0.0
Gaigeturi,1718503200,1718611200,100.0,22.55,22.55,22.55,68.0,1007.0,1.87,163.0,0.11,0.0
Gaigeturi,1718503200,1718614800,100.0,22.56,22.56,22.56,68.0,1007.0,2.46,137.0,0.0,0.0
Gaigeturi,1718503200,1718618400,100.0,22.07,22.07,22.07,72.0,1008.0,1.5,203.0,0.0,0.0
Gaigeturi,1718503200,1718622000,92.0,21.0,21.0,21.0,77.0,1008.0,3.29,196.0,0.0,0.0
Gaigeturi,1718503200,1718625600,77.0,20.59,20.59,20.59,78.0,1008.0,2.79,195.0,0.0,0.0
Gaigeturi,1718503200,1718629200,4.0,20.63,20.63,20.63,78.0,1008.0,0.86,225.0,0.0,0.0
Gaigeturi,1718503200,1718632800,5.0,20.42,20.42,20.42,79.0,1008.0,1.17,306.0,0.0,0.0
Gaigeturi,1718503200,1718636400,6.0,20.3,20.3,20.3,81.0,1008.0,1.69,289.0,0.0,0.0
Gaigeturi,1718589600,1718636400,11.0,19.97,19.97,19.97,73.0,1008.0,3.29,37.0,0.0,0.0
Gaigeturi,1718589600,1718640000,12.0,19.93,19.93,19.93,74.0,1007.0,3.31,23.0,0.0,0.0
Gaigeturi,1718589600,1718643600,9.0,19.76,19.76,19.76,75.0,1007.0,2.53,20.0,0.0,0.0
Gaigeturi,1718589600,1718647200,8.0,19.89,19.89,19.89,77.0,1007.0,2.4,343.0,0.0,0.0
Gaigeturi,1718589600,1718650800,0.0,20.02,20.02,20.02,80.0,1007.0,2.24,330.0,0.0,0.0
Gaigeturi,1718589600,1718654400,1.0,20.37,20.37,20.37,82.0,1008.0,2.36,318.0,0.0,0.0
Gaigeturi,1718589600,1718658000,3.0,20.94,20.94,20.94,82.0,1008.0,3.43,311.0,0.0,0.0
Gaigeturi,1718589600,1718661600,5.0,21.91,21.91,21.91,81.0,1009.0,5.08,317.0,0.0,0.0
Gaigeturi,1718589600,1718665200,7.0,22.53,22.53,22.53,75.0,1009.0,5.18,329.0,0.0,0.0
Gaigeturi,1718589600,1718668800,6.0,23.05,23.05,23.05,69.0,1009.0,3.81,335.0,0.0,0.0
Gaigeturi,1718589600,1718672400,0.0,23.5,23.5,23.5,67.0,1009.0,3.75,339.0,0.0,0.0
Gaigeturi,1718589600,1718676000,0.0,23.87,23.87,23.87,65.0,1009.0,4.13,346.0,0.0,0.0
Gaigeturi,1718589600,1718679600,0.0,24.1,24.1,24.1,63.0,1009.0,3.99,342.0,0.0,0.0
Gaigeturi,1718589600,1718683200,0.0,24.38,24.38,24.38,62.0,1008.0,3.96,337.0,0.0,0.0
Gaigeturi,1718589600,1718686800,0.0,24.57,24.57,24.57,62.0,1008.0,4.14,340.0,0.0,0.0
Gaigeturi,1718589600,1718690400,0.0,24.76,24.76,24.76,61.0,1008.0,3.77,343.0,0.0,0.0
Gaigeturi,1718589600,1718694000,1.0,24.68,24.68,24.68,62.0,1008.0,3.82,337.0,0.0,0.0
Gaigeturi,1718589600,1718697600,1.0,24.55,24.55,24.55,64.0,1008.0,3.71,342.0,0.0,0.0
Gaigeturi,1718589600,1718701200,0.0,24.28,24.28,24.28,66.0,1008.0,3.2,344.0,0.0,0.0
Gaigeturi,1718589600,1718704800,0.0,23.84,23.84,23.84,71.0,1008.0,2.89,329.0,0.0,0.0
Gaigeturi,1718589600,1718708400,1.0,23.27,23.27,23.27,76.0,1008.0,2.22,330.0,0.0,0.0
Gaigeturi,1718589600,1718712000,17.0,23.07,23.07,23.07,78.0,1009.0,2.13,329.0,0.0,0.0
Gaigeturi,1718589600,1718715600,19.0,22.98,22.98,22.98,78.0,1009.0,1.49,350.0,0.0,0.0
Gaigeturi,1718589600,1718719200,56.0,23.03,23.03,23.03,76.0,1010.0,1.96,355.0,0.0,0.0
Gaigeturi,1718589600,1718722800,71.0,23.05,23.05,23.05,76.0,1010.0,2.19,6.0,0.0,0.0
Gaigeturi,1718676000,1718722800,98.0,23.37,23.37,23.37,71.0,1009.0,2.24,13.0,0.0,0.0
Gaigeturi,1718676000,1718726400,99.0,23.3,23.3,23.3,71.0,1009.0,2.42,28.0,0.0,0.0
Gaigeturi,1718676000,1718730000,99.0,23.45,23.45,23.45,69.0,1009.0,1.66,31.0,0.0,0.0
Gaigeturi,1718676000,1718733600,99.0,23.49,23.49,23.49,68.0,1008.0,1.91,22.0,0.0,0.0
Gaigeturi,1718676000,1718737200,100.0,23.45,23.45,23.45,67.0,1009.0,1.54,19.0,0.0,0.0
Gaigeturi,1718676000,1718740800,100.0,23.43,23.43,23.43,67.0,1009.0,1.62,358.0,0.0,0.0
Gaigeturi,1718676000,1718744400,100.0,23.53,23.53,23.53,66.0,1009.0,1.46,42.0,0.0,0.0
Gaigeturi,1718676000,1718748000,100.0,24.02,24.02,24.02,64.0,1009.0,1.62,49.0,0.0,0.0
Gaigeturi,1718676000,1718751600,100.0,24.58,24.58,24.58,64.0,1010.0,0.41,56.0,0.0,0.0
Gaigeturi,1718676000,1718755200,100.0,25.25,25.25,25.25,61.0,1010.0,0.7,170.0,0.0,0.0
Gaigeturi,1718676000,1718758800,100.0,25.97,25.97,25.97,56.0,1010.0,1.41,226.0,0.0,0.0
Gaigeturi,1718676000,1718762400,100.0,26.28,26.28,26.28,57.0,1010.0,2.15,232.0,0.0,0.0
Gaigeturi,1718676000,1718766000,100.0,26.44,26.44,26.44,59.0,1009.0,2.71,223.0,0.0,0.0
Gaigeturi,1718676000,1718769600,100.0,26.2,26.2,26.2,61.0,1009.0,3.65,222.0,0.0,0.0
Gaigeturi,1718676000,1718773200,100.0,25.65,25.65,25.65,64.0,1009.0,4.06,221.0,0.0,0.0
Gaigeturi,1718676000,1718776800,96.0,25.88,25.88,25.88,63.0,1009.0,4.33,216.0,0.0,0.0
Gaigeturi,1718676000,1718780400,100.0,25.68,25.68,25.68,64.0,1009.0,4.16,223.0,0.0,0.0
Gaigeturi,1718676000,1718784000,100.0,25.03,25.03,25.03,67.0,1008.0,3.88,231.0,0.0,0.0
Gaigeturi,1718676000,1718787600,100.0,24.68,24.68,24.68,67.0,1008.0,2.97,228.0,0.0,0.0
Gaigeturi,1718676000,1718791200,100.0,24.28,24.28,24.28,69.0,1009.0,2.64,242.0,0.0,0.0
Gaigeturi,1718676000,1718794800,100.0,23.73,23.73,23.73,72.0,1009.0,2.75,223.0,0.0,0.0
Gaigeturi,1718676000,1718798400,100.0,23.51,23.51,23.51,73.0,1009.0,2.72,201.0,0.0,0.0
Gaigeturi,1718676000,1718802000,100.0,23.43,23.43,23.43,71.0,1010.0,1.67,207.0,0.0,0.0
Gaigeturi,1718676000,1718805600,100.0,23.43,23.43,23.43,70.0,1010.0,2.09,190.0,0.0,0.0
Gaigeturi,1718676000,1718809200,100.0,23.42,23.42,23.42,69.0,1009.0,1.44,168.0,0.0,0.0
Gaigeturi,1718762400,1718809200,100.0,22.72,22.72,22.72,71.0,1008.0,2.26,127.0,0.0,0.0
Gaigeturi,1718762400,1718812800,100.0,22.7,22.7,22.7,72.0,1007.0,2.19,141.0,0.0,0.0
Gaigeturi,1718762400,1718816400,100.0,22.54,22.54,22.54,73.0,1006.0,3.5,141.0,0.0,0.0
Gaigeturi,1718762400,1718820000,100.0,22.1,22.1,22.1,76.0,1005.0,1.63,77.0,0.35,0.0
Gaigeturi,1718762400,1718823600,100.0,20.7,20.7,20.7,86.0,1005.0,2.71,105.0,4.65,0.0
Gaigeturi,1718762400,1718827200,100.0,20.48,20.48,20.48,91.0,1006.0,3.32,24.0,5.25,0.0
Gaigeturi,1718762400,1718830800,100.0,20.46,20.46,20.46,92.0,1006.0,6.73,77.0,4.39,0.0
Gaigeturi,1718762400,1718834400,100.0,20.56,20.56,20.56,88.0,1005.0,8.24,99.0,2.53,0.0
Gaigeturi,1718762400,1718838000,100.0,20.77,20.77,20.77,87.0,1005.0,8.35,98.0,2.82,0.0
Gaigeturi,1718762400,1718841600,100.0,21.18,21.18,21.18,83.0,1005.0,5.94,97.0,0.9,0.0
Gaigeturi,1718762400,1718845200,100.0,21.08,21.08,21.08,84.0,1005.0,7.22,94.0,0.62,0.0
Gaigeturi,1718762400,1718848800,100.0,21.47,21.47,21.47,84.0,1004.0,6.69,104.0,0.68,0.0
Gaigeturi,1718762400,1718852400,100.0,22.15,22.15,22.15,83.0,1004.0,4.82,102.0,0.32,0.0
Gaigeturi,1718762400,1718856000,100.0,22.49,22.49,22.49,83.0,1004.0,4.47,104.0,0.21,0.0
Gaigeturi,1718762400,1718859600,100.0,22.65,22.65,22.65,83.0,1003.0,3.6,97.0,0.0,0.0
Gaigeturi,1718762400,1718863200,100.0,22.8,22.8,22.8,83.0,1003.0,3.65,102.0,0.0,0.0
Gaigeturi,1718762400,1718866800,100.0,22.69,22.69,22.69,84.0,1003.0,4.0,74.0,0.0,0.0
Gaigeturi,1718762400,1718870400,100.0,22.74,22.74,22.74,85.0,1002.0,6.38,88.0,0.0,0.0
Gaigeturi,1718762400,1718874000,100.0,22.75,22.75,22.75,84.0,1003.0,5.1,82.0,0.0,0.0
Gaigeturi,1718762400,1718877600,100.0,22.56,22.56,22.56,85.0,1003.0,5.87,86.0,0.0,0.0
Gaigeturi,1718762400,1718881200,100.0,22.29,22.29,22.29,86.0,1003.0,4.98,88.0,0.0,0.0
Gaigeturi,1718762400,1718884800,100.0,22.24,22.24,22.24,87.0,1004.0,4.6,83.0,0.0,0.0
Gaigeturi,1718762400,1718888400,100.0,22.19,22.19,22.19,87.0,1004.0,4.92,79.0,0.0,0.0
Gaigeturi,1718762400,1718892000,100.0,22.05,22.05,22.05,87.0,1005.0,4.25,77.0,0.0,0.0
Gaigeturi,1718762400,1718895600,100.0,22.04,22.04,22.04,86.0,1005.0,2.88,83.0,0.0,0.0
Gaigeturi,1718848800,1718895600,95.0,22.66,22.66,22.66,93.0,1001.0,4.81,85.0,0.0,0.0
Gaigeturi,1718848800,1718899200,92.0,22.49,22.49,22.49,93.0,1001.0,4.77,82.0,0.0,0.0
Gaigeturi,1718848800,1718902800,93.0,22.26,22.26,22.26,94.0,1001.0,5.92,72.0,0.0,0.0
Gaigeturi,1718848800,1718906400,94.0,22.28,22.28,22.28,93.0,1001.0,5.68,75.0,0.0,0.0
Gaigeturi,1718848800,1718910000,100.0,22.26,22.26,22.26,93.0,1002.0,6.5,69.0,0.0,0.0
Gaigeturi,1718848800,1718913600,100.0,22.21,22.21,22.21,92.0,1003.0,6.68,71.0,0.0,0.0
Gaigeturi,1718848800,1718917200,100.0,22.11,22.11,22.11,91.0,1003.0,6.37,79.0,0.0,0.0
Gaigeturi,1718848800,1718920800,100.0,22.52,22.52,22.52,89.0,1003.0,4.16,90.0,0.0,0.0
Gaigeturi,1718848800,1718924400,97.0,23.02,23.02,23.02,87.0,1003.0,3.99,78.0,0.0,0.0
Gaigeturi,1718848800,1718928000,97.0,23.56,23.56,23.56,86.0,1003.0,3.44,78.0,0.0,0.0
Gaigeturi,1718848800,1718931600,45.0,23.85,23.85,23.85,85.0,1003.0,2.81,65.0,0.0,0.0
Gaigeturi,1718848800,1718935200,62.0,23.81,23.81,23.81,85.0,1003.0,2.74,67.0,0.0,0.0
Gaigeturi,1718848800,1718938800,69.0,23.81,23.81,23.81,86.0,1003.0,3.1,64.0,0.0,0.0
Gaigeturi,1718848800,1718942400,76.0,23.66,23.66,23.66,86.0,1003.0,3.73,61.0,0.0,0.0
Gaigeturi,1718848800,1718946000,81.0,23.67,23.67,23.67,86.0,1003.0,4.1,62.0,0.0,0.0
Gaigeturi,1718848800,1718949600,84.0,23.77,23.77,23.77,86.0,1003.0,4.7,72.0,0.0,0.0
Gaigeturi,1718848800,1718953200,100.0,24.23,24.23,24.23,84.0,1003.0,4.04,80.0,0.0,0.0
Gaigeturi,1718848800,1718956800,100.0,24.38,24.38,24.38,84.0,1003.0,2.01,80.0,0.0,0.0
Gaigeturi,1718848800,1718960400,100.0,24.12,24.12,24.12,85.0,1004.0,1.97,100.0,0.0,0.0
Gaigeturi,1718848800,1718964000,100.0,24.05,24.05,24.05,86.0,1004.0,1.92,89.0,0.0,0.0
Gaigeturi,1718848800,1718967600,100.0,24.02,24.02,24.02,87.0,1004.0,2.13,97.0,0.0,0.0
Gaigeturi,1718848800,1718971200,100.0,23.91,23.91,23.91,88.0,1005.0,0.84,200.0,0.0,0.0
Gaigeturi,1718848800,1718974800,100.0,23.83,23.83,23.83,88.0,1005.0,1.19,138.0,0.0,0.0
Gaigeturi,1718848800,1718978400,73.0,23.73,23.73,23.73,88.0,1005.0,1.67,187.0,0.0,0.0
Gaigeturi,1718848800,1718982000,82.0,23.61,23.61,23.61,88.0,1004.0,2.17,176.0,0.0,0.0
Gaigeturi,1718935200,1718982000,100.0,24.23,24.23,24.23,91.0,1003.0,2.77,165.0,0.0,0.0
Gaigeturi,1718935200,1718985600,100.0,24.12,24.12,24.12,93.0,1003.0,2.56,180.0,0.0,0.0
Gaigeturi,1718935200,1718989200,100.0,24.2,24.2,24.2,94.0,1002.0,3.31,177.0,0.0,0.0
Gaigeturi,1718935200,1718992800,100.0,24.04,24.04,24.04,95.0,1002.0,4.16,179.0,0.48,0.0
Gaigeturi,1718935200,1718996400,100.0,24.08,24.08,24.08,95.0,1001.0,4.92,179.0,0.75,0.0
Gaigeturi,1718935200,1719000000,100.0,24.06,24.06,24.06,95.0,1001.0,6.01,185.0,0.45,0.0
Gaigeturi,1718935200,1719003600,100.0,23.87,23.87,23.87,96.0,1001.0,6.93,195.0,2.1,0.0
Gaigeturi,1718935200,1719007200,100.0,23.79,23.79,23.79,96.0,1001.0,8.38,202.0,2.34,0.0
Gaigeturi,1718935200,1719010800,100.0,23.84,23.84,23.84,96.0,1001.0,7.96,203.0,2.88,0.0
Gaigeturi,1718935200,1719014400,100.0,23.85,23.85,23.85,97.0,1001.0,8.4,200.0,3.97,0.0
Gaigeturi,1718935200,1719018000,100.0,23.98,23.98,23.98,97.0,1000.0,9.47,195.0,9.38,0.0
Gaigeturi,1718935200,1719021600,100.0,24.03,24.03,24.03,95.0,1001.0,10.87,203.0,6.54,0.0
Gaigeturi,1718935200,1719025200,100.0,24.05,24.05,24.05,96.0,1000.0,10.85,210.0,1.3,0.0
Gaigeturi,1718935200,1719028800,100.0,24.0,24.0,24.0,96.0,1000.0,11.12,208.0,2.91,0.0
Gaigeturi,1718935200,1719032400,100.0,23.92,23.92,23.92,96.0,1000.0,11.76,211.0,5.41,0.0
Gaigeturi,1718935200,1719036000,100.0,23.82,23.82,23.82,97.0,1000.0,10.13,222.0,1.13,0.0
Gaigeturi,1718935200,1719039600,100.0,23.87,23.87,23.87,97.0,1000.0,10.82,229.0,1.06,0.0
Gaigeturi,1718935200,1719043200,100.0,23.88,23.88,23.88,96.0,1000.0,11.47,228.0,1.34,0.0
Gaigeturi,1718935200,1719046800,100.0,23.78,23.78,23.78,96.0,1000.0,10.76,228.0,0.84,0.0
Gaigeturi,1718935200,1719050400,100.0,23.8,23.8,23.8,97.0,1001.0,10.47,225.0,1.27,0.0
Gaigeturi,1718935200,1719054000,100.0,23.97,23.97,23.97,96.0,1001.0,10.34,223.0,1.03,0.0
Gaigeturi,1718935200,1719057600,100.0,23.93,23.93,23.93,96.0,1001.0,9.57,213.0,0.32,0.0
Gaigeturi,1718935200,1719061200,100.0,24.08,24.08,24.08,95.0,1002.0,9.99,212.0,0.0,0.0
Gaigeturi,1718935200,1719064800,100.0,24.06,24.06,24.06,95.0,1002.0,9.28,209.0,0.0,0.0
Gaigeturi,1718935200,1719068400,100.0,23.94,23.94,23.94,96.0,1002.0,8.87,212.0,0.21,0.0
Gaigeturi,1719021600,1719068400,100.0,24.17,24.17,24.17,94.0,1001.0,8.52,210.0,0.25,0.0
Gaigeturi,1719021600,1719072000,100.0,23.97,23.97,23.97,96.0,1001.0,8.64,213.0,0.66,0.0
Gaigeturi,1719021600,1719075600,100.0,23.86,23.86,23.86,96.0,1000.0,9.79,217.0,0.88,0.0
Gaigeturi,1719021600,1719079200,100.0,24.12,24.12,24.12,94.0,1000.0,11.09,228.0,0.65,0.0
Gaigeturi,1719021600,1719082800,100.0,23.87,23.87,23.87,94.0,1000.0,10.02,229.0,0.85,0.0
Gaigeturi,1719021600,1719086400,100.0,23.87,23.87,23.87,94.0,1000.0,9.79,227.0,0.51,0.0
Gaigeturi,1719021600,1719090000,100.0,23.96,23.96,23.96,95.0,1001.0,9.77,223.0,0.64,0.0
Gaigeturi,1719021600,1719093600,100.0,24.07,24.07,24.07,96.0,1001.0,9.08,222.0,0.61,0.0
Gaigeturi,1719021600,1719097200,100.0,24.0,24.0,24.0,97.0,1002.0,8.32,220.0,1.5,0.0
Gaigeturi,1719021600,1719100800,99.0,24.06,24.06,24.06,96.0,1001.0,6.42,233.0,0.93,0.0
Gaigeturi,1719021600,1719104400,100.0,23.84,23.84,23.84,98.0,1001.0,5.66,230.0,0.39,0.0
Gaigeturi,1719021600,1719108000,100.0,23.77,23.77,23.77,98.0,1001.0,4.92,232.0,0.13,0.0
Gaigeturi,1719021600,1719111600,100.0,23.89,23.89,23.89,98.0,1002.0,4.8,246.0,0.0,0.0
Gaigeturi,1719021600,1719115200,100.0,24.3,24.3,24.3,96.0,1001.0,3.98,246.0,0.0,0.0
Gaigeturi,1719021600,1719118800,99.0,25.02,25.02,25.02,90.0,1002.0,4.39,248.0,0.0,0.0
Gaigeturi,1719021600,1719122400,98.0,25.36,25.36,25.36,88.0,1002.0,4.8,240.0,0.0,0.0
Gaigeturi,1719021600,1719126000,96.0,25.26,25.26,25.26,88.0,1002.0,5.65,237.0,0.0,0.0
Gaigeturi,1719021600,1719129600,89.0,25.09,25.09,25.09,89.0,1002.0,5.57,227.0,0.0,0.0
Gaigeturi,1719021600,1719133200,92.0,24.87,24.87,24.87,90.0,1002.0,5.78,227.0,0.0,0.0
Gaigeturi,1719021600,1719136800,94.0,24.48,24.48,24.48,93.0,1003.0,5.5,220.0,0.0,0.0
Gaigeturi,1719021600,1719140400,95.0,24.24,24.24,24.24,94.0,1003.0,5.42,207.0,0.0,0.0
Gaigeturi,1719021600,1719144000,96.0,24.15,24.15,24.15,93.0,1003.0,5.64,201.0,0.0,0.0
Gaigeturi,1719021600,1719147600,100.0,24.3,24.3,24.3,92.0,1004.0,5.1,204.0,0.0,0.0
Gaigeturi,1719021600,1719151200,100.0,24.27,24.27,24.27,92.0,1004.0,5.87,199.0,0.0,0.0
Gaigeturi,1719021600,1719154800,100.0,24.38,24.38,24.38,90.0,1004.0,6.0,197.0,0.0,0.0
Gaigeturi,1719108000,1719154800,100.0,23.54,23.54,23.54,95.0,1004.0,7.19,208.0,0.0,0.0
Gaigeturi,1719108000,1719158400,100.0,23.43,23.43,23.43,92.0,1004.0,7.69,217.0,0.0,0.0
Gaigeturi,1719108000,1719162000,100.0,23.42,23.42,23.42,91.0,1004.0,7.34,204.0,0.0,0.0
Gaigeturi,1719108000,1719165600,100.0,23.43,23.43,23.43,90.0,1004.0,6.93,205.0,0.0,0.0
Gaigeturi,1719108000,1719169200,100.0,23.28,23.28,23.28,91.0,1005.0,5.9,217.0,0.0,0.0
Gaigeturi,1719108000,1719172800,100.0,23.13,23.13,23.13,91.0,1005.0,5.84,209.0,0.0,0.0
Gaigeturi,1719108000,1719176400,100.0,23.24,23.24,23.24,89.0,1005.0,5.39,204.0,0.0,0.0
Gaigeturi,1719108000,1719180000,100.0,23.48,23.48,23.48,89.0,1005.0,5.52,203.0,0.0,0.0
Gaigeturi,1719108000,1719183600,100.0,24.03,24.03,24.03,87.0,1005.0,4.92,226.0,0.0,0.0
Gaigeturi,1719108000,1719187200,100.0,23.99,23.99,23.99,88.0,1006.0,5.62,218.0,0.0,0.0
Gaigeturi,1719108000,1719190800,100.0,24.36,24.36,24.36,87.0,1006.0,5.79,221.0,0.0,0.0
Gaigeturi,1719108000,1719194400,100.0,24.19,24.19,24.19,89.0,1006.0,5.46,216.0,0.0,0.0
Gaigeturi,1719108000,1719198000,100.0,24.53,24.53,24.53,87.0,1006.0,5.49,217.0,0.0,0.0
Gaigeturi,1719108000,1719201600,100.0,24.73,24.73,24.73,85.0,1006.0,5.81,223.0,0.0,0.0
Gaigeturi,1719108000,1719205200,100.0,24.66,24.66,24.66,85.0,1006.0,5.67,228.0,0.0,0.0
Gaigeturi,1719108000,1719208800,100.0,24.74,24.74,24.74,85.0,1006.0,5.13,231.0,0.0,0.0
