ts,하루전가격(원/kWh)
1714788000,0.00
1714791600,0.00
1714795200,0.00
1714798800,0.00
1714802400,0.00
1714806000,0.00
1714809600,145.59
1714813200,150.82
1714816800,150.98
1714820400,139.16
1714824000,151.70
1714827600,151.70
1714831200,151.70
1714834800,138.92
1714838400,114.43
1714842000,95.32
1714845600,93.05
1714849200,91.03
1714852800,91.15
1714856400,0.00
1714860000,0.00
1714863600,0.00
1714867200,0.00
1714870800,0.00
1714874400,0.00
1714878000,0.00
1714881600,0.00
1714885200,0.00
1714888800,0.00
1714892400,0.00
1714896000,0.00
1714899600,0.00
1714903200,158.40
1714906800,158.40
1714910400,158.40
1714914000,158.40
1714917600,158.40
1714921200,158.40
1714924800,108.05
1714928400,91.51
1714932000,91.51
1714935600,91.51
1714939200,91.51
1714942800,91.51
1714946400,92.25
1714950000,113.52
1714953600,138.17
1714957200,139.12
1714960800,139.83
1714964400,155.79
1714968000,0.00
1714971600,119.63
1714975200,120.13
1714978800,154.02
1714982400,161.22
1714986000,144.55
1714989600,154.10
1714993200,154.34
1714996800,154.34
1715000400,154.34
1715004000,154.34
1715007600,154.34
1715011200,112.97
1715014800,107.48
1715018400,107.48
1715022000,107.48
1715025600,107.48
1715029200,107.48
1715032800,113.89
1715036400,115.27
1715040000,0.00
1715043600,-77.94
1715047200,-79.06
1715050800,-79.06
1715054400,-79.06
1715058000,-79.06
1715061600,141.45
1715065200,0.00
1715068800,0.00
1715072400,140.89
1715076000,140.89
1715079600,144.08
1715083200,140.89
1715086800,138.49
1715090400,138.49
1715094000,138.32
1715097600,133.77
1715101200,115.54
1715104800,115.48
1715108400,115.48
1715112000,115.48
1715115600,115.63
1715119200,136.32
1715122800,144.64
1715126400,147.93
1715130000,145.64
1715133600,135.29
1715137200,136.15
1715140800,136.41
1715144400,136.16
1715148000,136.16
1715151600,138.14
1715155200,150.86
1715158800,135.05
1715162400,139.64
1715166000,139.68
1715169600,151.18
1715173200,151.45
1715176800,151.58
1715180400,151.58
1715184000,126.44
1715187600,115.86
1715191200,115.86
1715194800,95.82
1715198400,113.76
1715202000,125.53
1715205600,129.12
1715209200,129.52
1715212800,150.76
1715216400,-77.94
1715220000,-2.00
1715223600,-79.06
1715227200,-79.06
1715230800,-77.94
1715234400,138.36
1715238000,0.00
1715241600,132.82
1715245200,153.86
1715248800,156.42
1715252400,156.42
1715256000,156.42
1715259600,151.53
1715263200,151.53
1715266800,151.53
1715270400,115.08
1715274000,114.95
1715277600,103.59
1715281200,103.86
1715284800,103.59
1715288400,114.56
1715292000,115.27
1715295600,114.99
1715299200,138.37
1715302800,-79.06
1715306400,-2.00
1715310000,-79.06
1715313600,-79.06
1715317200,-79.06
1715320800,0.00
1715324400,-79.06
1715328000,0.00
1715331600,155.95
1715335200,156.64
1715338800,156.80
1715342400,155.81
1715346000,153.77
1715349600,153.77
1715353200,126.30
1715356800,115.85
1715360400,98.58
1715364000,91.92
1715367600,90.32
1715371200,96.22
1715374800,115.64
1715378400,140.33
1715382000,0.00
1715385600,0.00
1715389200,0.00
1715392800,113.42
1715396400,0.00
1715400000,0.00
1715403600,0.00
1715407200,0.00
1715410800,0.00
1715414400,0.00
1715418000,115.23
1715421600,157.92
1715425200,158.08
1715428800,158.16
1715432400,158.16
1715436000,115.89
1715439600,158.08
1715443200,95.89
1715446800,83.24
1715450400,82.72
1715454000,82.72
1715457600,91.71
1715461200,95.89
1715464800,100.77
1715468400,98.28
1715472000,82.72
1715475600,91.20
1715479200,118.07
1715482800,114.65
1715486400,112.58
1715490000,0.00
1715493600,-2.00
1715497200,-17.57
1715500800,-0.71
1715504400,97.03
1715508000,98.85
1715511600,118.95
1715515200,118.99
1715518800,110.79
1715522400,110.79
1715526000,98.94
1715529600,97.18
1715533200,89.24
1715536800,83.22
1715540400,82.66
1715544000,83.22
1715547600,91.31
1715551200,104.06
1715554800,0.00
1715558400,-0.19
1715562000,0.00
1715565600,-77.94
1715569200,-79.06
1715572800,-79.06
1715576400,-79.06
1715580000,119.37
1715583600,133.51
1715587200,143.50
1715590800,149.79
1715594400,154.97
1715598000,155.34
1715601600,155.48
1715605200,155.48
1715608800,150.99
1715612400,150.99
1715616000,115.08
1715619600,102.53
1715623200,91.52
1715626800,91.52
1715630400,99.62
1715634000,115.36
1715637600,115.08
1715641200,114.71
1715644800,139.03
1715648400,-2.00
1715652000,-77.94
1715655600,-79.06
1715659200,-79.06
1715662800,-79.06
1715666400,144.28
1715670000,120.25
1715673600,152.48
1715677200,150.24
1715680800,150.64
1715684400,161.08
1715688000,161.08
1715691600,161.08
1715695200,161.21
1715698800,116.46
1715702400,110.80
1715706000,105.11
1715709600,93.04
1715713200,91.41
1715716800,105.11
1715720400,105.11
1715724000,93.27
1715727600,85.46
1715731200,91.02
1715734800,106.98
1715738400,-76.69
1715742000,-77.48
1715745600,-79.06
1715749200,-77.94
1715752800,0.00
1715756400,0.00
1715760000,0.00
1715763600,0.00
1715767200,114.27
1715770800,0.00
1715774400,0.00
1715778000,114.27
1715781600,114.27
1715785200,107.30
1715788800,0.00
1715792400,0.00
1715796000,0.00
1715799600,0.00
1715803200,0.00
1715806800,0.00
1715810400,0.00
1715814000,0.00
1715817600,-77.48
1715821200,-79.06
1715824800,-79.06
1715828400,-79.06
1715832000,-79.06
1715835600,-79.06
1715839200,-79.06
1715842800,-79.06
1715846400,-2.00
1715850000,159.48
1715853600,133.45
1715857200,135.81
1715860800,135.57
1715864400,130.03
1715868000,124.65
1715871600,113.60
1715875200,112.50
1715878800,112.02
1715882400,93.45
1715886000,91.77
1715889600,101.71
1715893200,104.68
1715896800,113.66
1715900400,114.99
1715904000,-2.00
1715907600,-51.27
1715911200,-79.06
1715914800,-79.06
1715918400,-79.06
1715922000,132.84
1715925600,-79.06
1715929200,-0.07
1715932800,0.00
1715936400,138.94
1715940000,137.22
1715943600,137.22
1715947200,139.23
1715950800,137.22
1715954400,139.15
1715958000,137.22
1715961600,114.99
1715965200,107.81
1715968800,107.81
1715972400,107.81
1715976000,113.72
1715979600,114.48
1715983200,114.48
1715986800,107.46
1715990400,0.00
1715994000,-76.69
1715997600,0.00
1716001200,-77.94
1716004800,-79.06
1716008400,-77.48
1716012000,0.00
1716015600,0.00
1716019200,114.36
1716022800,142.56
1716026400,162.67
1716030000,137.05
1716033600,142.52
1716037200,130.35
1716040800,118.83
1716044400,114.48
1716048000,109.50
1716051600,92.52
1716055200,92.55
1716058800,92.59
1716062400,119.61
1716066000,92.58
1716069600,94.74
1716073200,92.11
1716076800,92.11
1716080400,-71.15
1716084000,0.00
1716087600,-79.06
1716091200,-79.06
1716094800,-77.48
1716098400,113.80
1716102000,0.00
1716105600,110.80
1716109200,139.80
1716112800,141.78
1716116400,140.64
1716120000,138.41
1716123600,134.66
1716127200,114.27
1716130800,105.28
1716134400,92.97
1716138000,89.65
1716141600,89.24
1716145200,89.24
1716148800,92.97
1716152400,92.97
1716156000,96.19
1716159600,113.89
1716163200,139.14
1716166800,-2.00
1716170400,0.00
1716174000,-76.69
1716177600,-77.48
1716181200,0.00
1716184800,-76.69
1716188400,121.09
1716192000,156.83
1716195600,157.72
1716199200,157.88
1716202800,151.12
1716206400,158.63
1716210000,152.03
1716213600,127.69
1716217200,114.34
1716220800,114.71
1716224400,114.71
1716228000,99.14
1716231600,91.74
1716235200,95.28
1716238800,102.03
1716242400,114.62
1716246000,113.60
1716249600,140.42
1716253200,-2.00
1716256800,120.47
1716260400,-77.48
1716264000,-79.06
1716267600,0.00
1716271200,138.82
1716274800,0.00
1716278400,149.03
1716282000,142.33
1716285600,155.61
1716289200,145.52
1716292800,155.69
1716296400,155.77
1716300000,138.79
1716303600,137.18
1716307200,114.62
1716310800,114.71
1716314400,98.97
1716318000,95.11
1716321600,95.11
1716325200,101.86
1716328800,114.46
1716332400,113.60
1716336000,138.72
1716339600,142.52
1716343200,137.40
1716346800,142.23
1716350400,0.00
1716354000,135.68
1716357600,142.54
1716361200,137.06
1716364800,140.63
1716368400,141.57
1716372000,141.98
1716375600,149.10
1716379200,155.83
1716382800,155.61
1716386400,155.61
1716390000,155.61
1716393600,114.62
1716397200,110.53
1716400800,101.88
1716404400,94.98
1716408000,94.98
1716411600,101.64
1716415200,101.73
1716418800,114.43
1716422400,113.38
1716426000,155.05
1716429600,-2.00
1716433200,137.96
1716436800,133.18
1716440400,137.62
1716444000,139.87
1716447600,138.35
1716451200,142.99
1716454800,142.99
1716458400,142.99
1716462000,156.67
1716465600,156.74
1716469200,156.82
1716472800,141.13
1716476400,141.13
1716480000,114.71
1716483600,98.49
1716487200,92.04
1716490800,91.00
1716494400,90.76
1716498000,92.51
1716501600,99.21
1716505200,101.00
1716508800,0.00
1716512400,0.00
1716516000,-79.06
1716519600,-79.06
1716523200,-79.06
1716526800,-79.06
1716530400,-2.00
1716534000,119.52
1716537600,163.28
1716541200,142.03
1716544800,156.62
1716548400,144.92
1716552000,142.59
1716555600,156.91
1716559200,142.06
1716562800,142.09
1716566400,112.35
1716570000,97.74
1716573600,91.73
1716577200,91.73
1716580800,91.73
1716584400,92.19
1716588000,92.19
1716591600,92.49
1716595200,101.86
1716598800,0.00
1716602400,-2.00
1716606000,-79.06
1716609600,-79.06
1716613200,-79.06
1716616800,0.00
1716620400,110.02
1716624000,110.09
1716627600,104.60
1716631200,113.51
1716634800,116.81
1716638400,118.20
1716642000,118.67
1716645600,113.89
1716649200,116.54
1716652800,110.86
1716656400,92.35
1716660000,83.24
1716663600,83.31
1716667200,82.72
1716670800,83.24
1716674400,84.72
1716678000,78.95
1716681600,0.00
1716685200,-51.27
1716688800,-79.06
1716692400,-79.06
1716696000,-79.06
1716699600,0.00
1716703200,109.83
1716706800,110.10
1716710400,114.36
1716714000,114.45
1716717600,114.45
1716721200,146.62
1716724800,114.83
1716728400,114.83
1716732000,114.83
1716735600,101.30
1716739200,91.81
1716742800,82.66
1716746400,82.66
1716750000,81.77
1716753600,81.77
1716757200,88.62
1716760800,95.78
1716764400,113.61
1716768000,138.08
1716771600,0.00
1716775200,0.00
1716778800,0.00
1716782400,0.00
1716786000,142.93
1716789600,145.59
1716793200,145.19
1716796800,157.83
1716800400,142.41
1716804000,140.96
1716807600,141.05
1716811200,140.66
1716814800,140.72
1716818400,137.47
1716822000,137.22
1716825600,110.70
1716829200,112.22
1716832800,100.74
1716836400,91.58
1716840000,0.00
1716843600,0.00
1716847200,112.13
1716850800,137.27
1716854400,142.44
1716858000,0.00
1716861600,-2.00
1716865200,-79.06
1716868800,-79.06
1716872400,-2.00
1716876000,0.00
1716879600,0.00
1716883200,140.29
1716886800,140.71
1716890400,140.74
1716894000,143.31
1716897600,156.62
1716901200,156.75
1716904800,156.75
1716908400,138.94
1716912000,110.27
1716915600,112.13
1716919200,101.54
1716922800,98.64
1716926400,101.69
1716930000,111.13
1716933600,111.85
1716937200,119.27
1716940800,137.41
1716944400,142.45
1716948000,144.20
1716951600,143.87
1716955200,137.88
1716958800,138.55
1716962400,144.54
1716966000,138.67
1716969600,155.16
1716973200,152.08
1716976800,150.88
1716980400,148.52
1716984000,151.20
1716987600,151.28
1716991200,151.28
1716994800,137.40
1716998400,140.36
1717002000,140.36
1717005600,138.94
1717009200,102.16
1717012800,102.16
1717016400,138.65
1717020000,117.22
1717023600,126.43
1717027200,138.84
1717030800,143.23
1717034400,140.54
1717038000,143.00
1717041600,139.75
1717045200,139.74
1717048800,139.74
1717052400,139.55
1717056000,142.33
1717059600,142.35
1717063200,152.50
1717066800,152.66
1717070400,152.10
1717074000,150.83
1717077600,139.39
1717081200,139.39
1717084800,135.88
1717088400,111.57
1717092000,111.76
1717095600,101.32
1717099200,101.32
1717102800,111.76
1717106400,111.57
1717110000,131.55
1717113600,139.19
1717117200,145.36
1717120800,149.66
1717124400,142.17
1717128000,141.48
1717131600,142.17
1717135200,142.17
1717138800,156.65
1717142400,156.52
1717146000,157.61
1717149600,158.55
1717153200,152.49
1717156800,152.57
1717160400,152.65
1717164000,139.60
1717167600,139.63
1717171200,100.33
1717174800,93.74
1717178400,90.02
1717182000,86.94
1717185600,90.24
1717189200,90.24
1717192800,90.24
1717196400,94.29
1717200000,107.70
1717203600,145.67
1717207200,0.00
1717210800,-75.58
1717214400,-75.58
1717218000,-75.58
1717221600,0.00
1717225200,0.00
1717228800,110.73
1717232400,110.45
1717236000,122.45
1717239600,124.30
1717243200,125.60
1717246800,103.74
1717250400,103.74
1717254000,100.42
1717257600,88.88
1717261200,81.26
1717264800,81.20
1717268400,81.20
1717272000,87.57
1717275600,91.24
1717279200,87.57
1717282800,78.27
1717286400,40.16
1717290000,87.57
1717293600,88.51
1717297200,94.68
1717300800,100.08
1717304400,110.57
1717308000,104.08
1717311600,104.08
1717315200,109.83
1717318800,110.94
1717322400,103.60
1717326000,104.78
1717329600,110.85
1717333200,104.20
1717336800,103.36
1717340400,100.08
1717344000,87.32
1717347600,90.06
1717351200,80.89
1717354800,80.89
1717358400,80.89
1717362000,87.32
1717365600,97.58
1717369200,110.53
1717372800,136.74
1717376400,117.16
1717380000,151.14
1717383600,135.55
1717387200,132.78
1717390800,135.82
1717394400,140.62
1717398000,117.60
1717401600,152.66
1717405200,150.65
1717408800,134.59
1717412400,134.94
1717416000,152.21
1717419600,152.21
1717423200,132.47
1717426800,123.12
1717430400,112.69
1717434000,109.67
1717437600,111.25
1717441200,110.09
1717444800,111.38
1717448400,109.67
1717452000,112.47
1717455600,110.45
1717459200,134.34
1717462800,115.60
1717466400,149.48
1717470000,0.00
1717473600,0.00
1717477200,138.59
1717480800,138.59
1717484400,138.60
1717488000,153.76
1717491600,151.79
1717495200,147.63
1717498800,135.79
1717502400,152.75
1717506000,152.75
1717509600,133.02
1717513200,133.25
1717516800,122.60
1717520400,112.51
1717524000,111.54
1717527600,105.41
1717531200,105.41
1717534800,105.41
1717538400,117.54
1717542000,131.57
1717545600,136.53
1717549200,117.71
1717552800,142.59
1717556400,136.85
1717560000,129.98
1717563600,136.75
1717567200,142.15
1717570800,146.53
1717574400,148.47
1717578000,146.53
1717581600,138.83
1717585200,147.54
1717588800,147.62
1717592400,147.70
1717596000,147.70
1717599600,132.47
1717603200,135.00
1717606800,132.58
1717610400,132.53
1717614000,112.35
1717617600,132.52
1717621200,109.49
1717624800,110.54
1717628400,109.49
1717632000,133.24
1717635600,134.22
1717639200,138.87
1717642800,138.91
1717646400,138.89
1717650000,142.79
1717653600,142.78
1717657200,139.25
1717660800,138.44
1717664400,138.39
1717668000,138.47
1717671600,138.92
1717675200,151.71
1717678800,151.71
1717682400,138.25
1717686000,133.34
1717689600,117.55
1717693200,95.83
1717696800,95.82
1717700400,89.39
1717704000,89.39
1717707600,96.55
1717711200,108.29
1717714800,114.28
1717718400,136.70
1717722000,142.76
1717725600,137.51
1717729200,137.07
1717732800,136.59
1717736400,143.94
1717740000,150.20
1717743600,137.79
1717747200,137.79
1717750800,138.58
1717754400,134.82
1717758000,149.41
1717761600,149.41
1717765200,134.77
1717768800,131.86
1717772400,131.90
1717776000,137.83
1717779600,135.78
1717783200,114.67
1717786800,98.73
1717790400,98.73
1717794000,98.73
1717797600,108.67
1717801200,98.73
1717804800,126.39
1717808400,126.39
1717812000,140.91
1717815600,142.39
1717819200,140.46
1717822800,126.39
1717826400,136.14
1717830000,136.10
1717833600,136.11
1717837200,136.11
1717840800,136.11
1717844400,140.45
1717848000,136.31
1717851600,136.14
1717855200,136.14
1717858800,136.13
1717862400,98.85
1717866000,87.57
1717869600,87.57
1717873200,81.77
1717876800,83.03
1717880400,81.76
1717884000,81.76
1717887600,84.81
1717891200,97.40
1717894800,104.34
1717898400,120.74
1717902000,145.66
1717905600,120.16
1717909200,120.16
1717912800,120.16
1717916400,116.86
1717920000,120.16
1717923600,120.79
1717927200,120.73
1717930800,139.75
1717934400,160.51
1717938000,159.14
1717941600,110.95
1717945200,100.39
1717948800,108.29
1717952400,92.67
1717956000,91.48
1717959600,80.89
1717963200,80.89
1717966800,91.57
1717970400,108.23
1717974000,114.34
1717977600,138.14
1717981200,139.69
1717984800,141.14
1717988400,139.69
1717992000,134.18
1717995600,141.92
1717999200,143.08
1718002800,143.08
1718006400,142.16
1718010000,141.16
1718013600,134.86
1718017200,133.03
1718020800,154.32
1718024400,154.73
1718028000,132.41
1718031600,130.81
1718035200,116.05
1718038800,109.00
1718042400,107.84
1718046000,88.71
1718049600,88.71
1718053200,88.71
1718056800,107.84
1718060400,126.19
1718064000,132.73
1718067600,139.71
1718071200,140.09
1718074800,140.09
1718078400,134.41
1718082000,140.05
1718085600,139.57
1718089200,139.79
1718092800,138.07
1718096400,138.07
1718100000,145.36
1718103600,154.67
1718107200,154.67
1718110800,138.07
1718114400,136.32
1718118000,132.86
1718121600,135.43
1718125200,135.38
1718128800,111.56
1718132400,111.56
1718136000,111.56
1718139600,108.88
1718143200,123.92
1718146800,123.92
1718150400,133.44
1718154000,136.79
1718157600,139.33
1718161200,139.11
1718164800,136.79
1718168400,139.29
1718172000,139.31
1718175600,149.15
1718179200,149.15
1718182800,149.15
1718186400,149.77
1718190000,157.49
1718193600,155.75
1718197200,148.84
1718200800,135.50
1718204400,133.44
1718208000,123.50
1718211600,115.93
1718215200,108.71
1718218800,97.69
1718222400,97.69
1718226000,98.33
1718229600,101.68
1718233200,134.79
1718236800,135.52
1718240400,135.51
1718244000,139.01
1718247600,139.29
1718251200,137.25
1718254800,139.28
1718258400,152.04
1718262000,140.37
1718265600,140.37
1718269200,138.73
1718272800,140.37
1718276400,141.08
1718280000,139.55
1718283600,136.58
1718287200,132.70
1718290800,132.67
1718294400,136.80
1718298000,115.54
1718301600,108.96
1718305200,102.48
1718308800,102.48
1718312400,102.48
1718316000,102.48
1718319600,130.30
1718323200,135.48
1718326800,139.04
1718330400,147.79
1718334000,140.87
1718337600,138.99
1718341200,148.44
1718344800,150.02
1718348400,148.43
1718352000,140.09
1718355600,138.49
1718359200,137.06
1718362800,139.98
1718366400,137.06
1718370000,150.74
1718373600,135.45
1718377200,132.37
1718380800,132.62
1718384400,98.38
1718388000,97.18
1718391600,94.59
1718395200,94.59
1718398800,94.59
1718402400,94.59
1718406000,96.37
1718409600,135.61
1718413200,138.07
1718416800,138.08
1718420400,138.08
1718424000,138.05
1718427600,138.05
1718431200,146.21
1718434800,135.44
1718438400,135.36
1718442000,135.37
1718445600,129.73
1718449200,136.13
1718452800,131.10
1718456400,112.39
1718460000,105.51
1718463600,98.87
1718467200,97.91
1718470800,96.95
1718474400,95.15
1718478000,87.41
1718481600,87.41
1718485200,95.10
1718488800,95.16
1718492400,95.23
1718496000,95.22
1718499600,121.11
1718503200,99.50
1718506800,118.80
1718510400,117.20
1718514000,139.04
1718517600,120.11
1718521200,125.61
1718524800,139.30
1718528400,153.76
1718532000,154.76
1718535600,154.80
1718539200,156.40
1718542800,125.68
1718546400,116.97
1718550000,99.86
1718553600,97.58
1718557200,93.92
1718560800,93.85
1718564400,93.85
1718568000,93.85
1718571600,93.85
1718575200,96.70
1718578800,102.25
1718582400,136.45
1718586000,138.64
1718589600,175.44
1718593200,149.81
1718596800,147.31
1718600400,147.31
1718604000,151.23
1718607600,153.89
1718611200,153.85
1718614800,150.61
1718618400,150.27
1718622000,150.39
1718625600,150.53
1718629200,148.00
1718632800,148.00
1718636400,130.80
1718640000,120.06
1718643600,99.81
1718647200,99.81
1718650800,98.23
1718654400,98.08
1718658000,98.23
1718661600,132.64
1718665200,133.72
1718668800,134.48
1718672400,138.33
1718676000,175.21
1718679600,139.94
1718683200,138.25
1718686800,140.58
1718690400,152.47
1718694000,116.65
1718697600,176.09
1718701200,175.33
1718704800,149.15
1718708400,150.73
1718712000,134.37
1718715600,134.87
1718719200,132.64
1718722800,130.28
1718726400,123.38
1718730000,101.98
1718733600,97.45
1718737200,97.45
1718740800,97.45
1718744400,101.44
1718748000,102.27
1718751600,135.44
1718755200,135.36
1718758800,137.71
1718762400,139.26
1718766000,149.23
1718769600,149.23
1718773200,149.23
1718776800,140.68
1718780400,149.23
1718784000,141.51
1718787600,149.42
1718791200,153.09
1718794800,153.21
1718798400,136.20
1718802000,134.69
1718805600,134.58
1718809200,128.34
1718812800,117.55
1718816400,98.42
1718820000,98.42
1718823600,98.52
1718827200,98.52
1718830800,98.52
1718834400,98.52
1718838000,134.41
1718841600,138.93
1718845200,138.60
1718848800,138.43
1718852400,140.13
1718856000,135.16
1718859600,138.32
1718863200,145.12
1718866800,143.64
1718870400,143.64
1718874000,149.82
1718877600,138.32
1718881200,138.27
1718884800,134.41
1718888400,134.78
1718892000,134.78
1718895600,130.68
1718899200,122.56
1718902800,109.44
1718906400,98.98
1718910000,99.27
1718913600,99.27
1718917200,101.63
1718920800,117.27
1718924400,132.72
1718928000,136.13
1718931600,137.87
1718935200,139.65
1718938800,149.85
1718942400,139.15
1718946000,167.06
1718949600,176.97
1718953200,153.75
1718956800,150.65
1718960400,148.15
1718964000,149.92
1718967600,149.92
1718971200,149.92
1718974800,133.07
1718978400,131.11
1718982000,130.06
1718985600,123.12
1718989200,120.73
1718992800,98.40
1718996400,98.40
1719000000,98.40
1719003600,98.50
1719007200,98.40
1719010800,102.07
1719014400,121.71
1719018000,133.94
1719021600,133.94
1719025200,139.48
1719028800,137.97
1719032400,146.37
1719036000,146.40
1719039600,138.45
1719043200,137.68
1719046800,133.93
1719050400,138.10
1719054000,137.64
1719057600,138.02
1719061200,131.80
1719064800,124.58
1719068400,110.73
1719072000,98.02
1719075600,93.85
1719079200,93.97
1719082800,93.11
1719086400,92.89
1719090000,93.91
1719093600,95.19
1719097200,99.15
1719100800,102.03
1719104400,122.00
1719108000,125.28
1719111600,131.08
1719115200,131.08
1719118800,131.08
1719122400,131.08
1719126000,131.08
1719129600,151.97
1719133200,152.05
1719136800,152.52
1719140400,152.65
1719144000,152.65
1719147600,152.78
1719151200,124.10
1719154800,109.87
1719158400,95.47
1719162000,92.94
1719165600,90.66
1719169200,88.60
1719172800,88.76
1719176400,93.82
1719180000,95.31
1719183600,117.53
1719187200,137.42
1719190800,138.34
1719194400,139.02
1719198000,139.22
1719201600,137.74
1719205200,151.53
1719208800,151.43
1719212400,155.62
1719216000,153.86
1719219600,153.86
1719223200,134.84
1719226800,134.80
1719230400,131.68
1719234000,130.58
1719237600,130.58
1719241200,115.74
1719244800,169.24
1719248400,108.99
1719252000,101.26
1719255600,98.99
1719259200,99.12
1719262800,99.16
1719266400,101.40
1719270000,131.40
1719273600,133.12
1719277200,136.91
1719280800,138.46
1719284400,138.45
1719288000,137.50
1719291600,139.13
1719295200,186.27
1719298800,158.95
1719302400,185.09
1719306000,151.30
1719309600,149.54
1719313200,149.54
1719316800,149.67
1719320400,149.67
1719324000,147.75
1719327600,147.75
1719331200,97.51
1719334800,92.91
1719338400,92.02
1719342000,88.77
1719345600,88.79
1719349200,88.83
1719352800,94.73
1719356400,102.39
1719360000,131.17
1719363600,132.96
1719367200,134.84
1719370800,151.77
1719374400,151.77
1719378000,151.77
1719381600,151.77
1719385200,151.77
1719388800,151.77
1719392400,151.77
1719396000,152.54
1719399600,152.54
1719403200,152.54
1719406800,151.92
1719410400,151.92
1719414000,130.47
1719417600,119.93
1719421200,95.62
1719424800,94.18
1719428400,92.88
1719432000,91.77
1719435600,94.81
1719439200,99.51
1719442800,118.46
1719446400,130.66
1719450000,132.68
1719453600,151.12
1719457200,150.53
1719460800,150.53
1719464400,150.53
1719468000,152.78
1719471600,151.54
1719475200,150.91
1719478800,150.53
1719482400,151.12
1719486000,151.12
1719489600,151.12
1719493200,151.25
1719496800,124.02
1719500400,113.67
1719504000,119.93
1719507600,95.50
1719511200,95.50
1719514800,92.59
1719518400,91.44
1719522000,91.64
1719525600,99.38
1719529200,117.10
1719532800,133.68
1719536400,136.28
1719540000,136.27
1719543600,138.74
1719547200,138.73
1719550800,140.19
1719554400,149.79
1719558000,149.79
1719561600,138.70
1719565200,138.67
1719568800,153.15
1719572400,153.26
1719576000,153.26
1719579600,153.26
1719583200,131.43
1719586800,129.85
1719590400,123.06
1719594000,97.95
1719597600,95.16
1719601200,94.54
1719604800,93.80
1719608400,92.31
1719612000,93.48
1719615600,102.52
1719619200,137.05
1719622800,136.80
1719626400,137.55
1719630000,137.74
1719633600,140.55
1719637200,137.70
1719640800,138.68
1719644400,136.31
1719648000,137.64
1719651600,134.24
1719655200,134.23
1719658800,134.25
1719662400,133.50
1719666000,133.49
1719669600,132.70
1719673200,132.03
1719676800,110.78
1719680400,95.84
1719684000,92.28
1719687600,92.28
1719691200,91.12
1719694800,86.83
1719698400,92.28
1719702000,95.82
1719705600,124.55
1719709200,131.27
1719712800,132.05
1719716400,137.12
1719720000,132.12
1719723600,132.10
1719727200,138.81
1719730800,132.04
1719734400,132.06
1719738000,139.42
1719741600,139.42
1719745200,139.42
1719748800,153.00
1719752400,137.25
1719756000,130.37
1719759600,110.94
1719763200,108.35
1719766800,95.29
1719770400,95.29
1719774000,95.29
1719777600,95.29
1719781200,95.29
1719784800,108.35
1719788400,132.39
1719792000,142.42
1719795600,145.45
1719799200,144.50
1719802800,153.36
1719806400,152.99
1719810000,152.99
1719813600,154.77
1719817200,156.09
1719820800,155.43
1719824400,153.12
1719828000,153.12
1719831600,153.49
1719835200,153.49
1719838800,153.49
1719842400,136.44
1719846000,136.41
1719849600,124.19
1719853200,107.51
1719856800,107.46
1719860400,99.01
1719864000,107.31
1719867600,107.51
1719871200,107.50
1719874800,133.15
1719878400,141.26
1719882000,144.82
1719885600,143.59
1719889200,143.96
1719892800,143.09
1719896400,143.89
1719900000,122.62
1719903600,143.09
1719907200,143.66
1719910800,143.09
1719914400,138.48
1719918000,138.48
1719921600,136.99
1719925200,133.15
1719928800,133.57
1719932400,133.04
1719936000,124.19
1719939600,95.96
1719943200,94.97
1719946800,92.73
1719950400,93.27
1719954000,95.79
1719957600,96.15
1719961200,133.21
1719964800,136.82
1719968400,142.42
1719972000,143.16
1719975600,142.52
1719979200,137.25
1719982800,140.91
1719986400,140.94
1719990000,140.93
1719993600,157.92
1719997200,141.18
1720000800,136.81
1720004400,136.82
1720008000,136.82
1720011600,133.43
1720015200,134.87
1720018800,133.14
1720022400,105.58
1720026000,95.99
1720029600,94.83
1720033200,94.83
1720036800,94.01
1720040400,94.83
1720044000,105.06
1720047600,132.04
1720051200,136.77
1720054800,143.38
1720058400,142.86
1720062000,143.00
1720065600,141.63
1720069200,143.36
1720072800,143.36
1720076400,143.10
1720080000,142.13
1720083600,138.10
1720087200,152.59
1720090800,152.59
1720094400,152.59
1720098000,152.59
1720101600,134.89
1720105200,117.98
1720108800,124.19
1720112400,103.83
1720116000,99.25
1720119600,99.25
1720123200,99.25
1720126800,99.25
1720130400,120.82
1720134000,140.12
1720137600,137.55
1720141200,141.51
1720144800,142.00
1720148400,142.57
1720152000,140.81
1720155600,141.86
1720159200,142.56
1720162800,142.56
1720166400,141.34
1720170000,140.17
1720173600,137.45
1720177200,157.77
1720180800,157.77
1720184400,157.77
1720188000,134.33
1720191600,134.32
1720195200,135.42
1720198800,124.67
1720202400,104.81
1720206000,100.89
1720209600,100.89
1720213200,100.89
1720216800,102.27
1720220400,134.00
1720224000,134.00
1720227600,133.99
1720231200,138.82
1720234800,139.32
1720238400,137.77
1720242000,138.36
1720245600,139.06
1720249200,138.48
1720252800,139.09
1720256400,139.32
1720260000,139.22
1720263600,138.70
1720267200,155.93
1720270800,157.20
1720274400,134.00
1720278000,133.79
1720281600,124.96
1720285200,101.40
1720288800,95.43
1720292400,95.43
1720296000,95.43
1720299600,95.43
1720303200,95.43
1720306800,101.42
1720310400,104.74
1720314000,136.89
1720317600,136.88
1720321200,140.60
1720324800,140.60
1720328400,138.47
1720332000,136.88
1720335600,136.88
1720339200,136.88
1720342800,136.88
