location,ts,cloud,temp,temp_max,temp_min,humidity,ground_press,wind_speed,wind_dir,rain,snow
Gaigeturi,1727380875,100.0,24.91,24.91,24.91,77.0,1012.0,6.1,12.0,0.0,0.0
Gaigeturi,1727382642,75.0,25.03,25.03,25.03,78.0,1013.0,3.09,360.0,0.0,0.0
Gaigeturi,1727384467,100.0,24.51,24.51,24.51,77.0,1013.0,5.71,13.0,0.0,0.0
Gaigeturi,1727386253,75.0,24.03,24.03,24.03,78.0,1013.0,2.06,350.0,0.0,0.0
Gaigeturi,1727388076,100.0,24.37,24.37,24.37,74.0,1013.0,6.06,10.0,0.0,0.0
Gaigeturi,1727389839,75.0,24.03,24.03,24.03,78.0,1013.0,2.57,10.0,0.0,0.0
Gaigeturi,1727391673,96.0,24.43,24.43,24.43,72.0,1013.0,6.69,12.0,0.0,0.0
Gaigeturi,1727393440,75.0,24.03,24.03,24.03,78.0,1013.0,2.57,360.0,0.0,0.0
Gaigeturi,1727395278,98.0,24.75,24.75,24.75,70.0,1013.0,6.25,12.0,0.0,0.0
Gaigeturi,1727397044,75.0,25.03,25.03,25.03,73.0,1013.0,3.09,360.0,0.0,0.0
Gaigeturi,1727398870,99.0,24.88,24.88,24.88,69.0,1013.0,6.37,16.0,0.0,0.0
Gaigeturi,1727400689,75.0,25.03,25.03,25.03,73.0,1013.0,3.6,350.0,0.0,0.0
Gaigeturi,1727402488,89.0,25.17,25.17,25.17,67.0,1013.0,6.32,16.0,0.0,0.0
Gaigeturi,1727404241,75.0,26.03,26.03,26.03,65.0,1013.0,3.09,360.0,0.0,0.0
Gaigeturi,1727406078,72.0,25.4,25.4,25.4,65.0,1013.0,5.95,16.0,0.0,0.0
Gaigeturi,1727407849,0.0,26.03,26.03,26.03,61.0,1013.0,4.12,350.0,0.0,0.0
Gaigeturi,1727409679,65.0,25.56,25.56,25.56,63.0,1013.0,5.57,15.0,0.0,0.0
Gaigeturi,1727411443,0.0,26.03,26.03,26.03,61.0,1012.0,3.6,350.0,0.0,0.0
Gaigeturi,1727413276,63.0,25.63,25.63,25.63,62.0,1012.0,6.15,14.0,0.0,0.0
Gaigeturi,1727415049,0.0,26.03,26.03,26.03,57.0,1012.0,3.09,10.0,0.0,0.0
Gaigeturi,1727416882,78.0,25.55,25.55,25.55,59.0,1012.0,5.11,14.0,0.0,0.0
Gaigeturi,1727418650,0.0,26.03,26.03,26.03,57.0,1012.0,2.57,10.0,0.0,0.0
Gaigeturi,1727420461,100.0,25.64,25.64,25.64,59.0,1012.0,5.2,14.0,0.0,0.0
Gaigeturi,1727422249,0.0,27.03,27.03,27.03,57.0,1012.0,2.06,20.0,0.0,0.0
Gaigeturi,1727424075,100.0,25.52,25.52,25.52,59.0,1012.0,5.3,15.0,0.0,0.0
Gaigeturi,1727425840,0.0,26.03,26.03,26.03,61.0,1013.0,2.06,20.0,0.0,0.0
Gaigeturi,1727427671,96.0,25.25,25.25,25.25,62.0,1013.0,4.97,18.0,0.0,0.0
Gaigeturi,1727429456,0.0,26.03,26.03,26.03,57.0,1013.0,2.06,40.0,0.0,0.0
Gaigeturi,1727431279,97.0,24.97,24.97,24.97,65.0,1013.0,4.65,22.0,0.0,0.0
Gaigeturi,1727433039,0.0,25.03,25.03,25.03,69.0,1014.0,1.54,40.0,0.0,0.0
Gaigeturi,1727434875,97.0,24.82,24.82,24.82,67.0,1014.0,4.38,25.0,0.0,0.0
Gaigeturi,1727436650,75.0,25.03,25.03,25.03,65.0,1014.0,1.03,80.0,0.0,0.0
Gaigeturi,1727438481,100.0,24.68,24.68,24.68,69.0,1014.0,4.42,32.0,0.0,0.0
Gaigeturi,1727440248,40.0,25.03,25.03,25.03,65.0,1014.0,1.54,130.0,0.0,0.0
Gaigeturi,1727442077,95.0,24.54,24.54,24.54,71.0,1014.0,4.21,37.0,0.0,0.0
Gaigeturi,1727443876,40.0,25.03,25.03,25.03,65.0,1014.0,1.54,150.0,0.0,0.0
Gaigeturi,1727445675,96.0,24.46,24.46,24.46,73.0,1014.0,4.22,29.0,0.0,0.0
Gaigeturi,1727447448,20.0,23.03,23.03,23.03,73.0,1014.0,2.06,160.0,0.0,0.0
Gaigeturi,1727449272,64.0,24.25,24.25,24.25,74.0,1014.0,3.84,32.0,0.0,0.0
Gaigeturi,1727451041,20.0,23.03,23.03,23.03,73.0,1014.0,2.06,150.0,0.0,0.0
Gaigeturi,1727452882,48.0,24.21,24.21,24.21,74.0,1014.0,3.73,40.0,0.0,0.0
Gaigeturi,1727454655,40.0,23.03,23.03,23.03,73.0,1013.0,2.06,140.0,0.0,0.0
Gaigeturi,1727456468,38.0,24.23,24.23,24.23,75.0,1013.0,3.86,48.0,0.0,0.0
Gaigeturi,1727458248,40.0,24.03,24.03,24.03,78.0,1013.0,2.06,130.0,0.0,0.0
Gaigeturi,1727460073,29.0,24.15,24.15,24.15,79.0,1013.0,3.86,53.0,0.0,0.0
Gaigeturi,1727461849,20.0,23.03,23.03,23.03,83.0,1013.0,2.57,120.0,0.0,0.0
Gaigeturi,1727463652,26.0,24.22,24.22,24.22,82.0,1013.0,4.48,49.0,0.0,0.0
Gaigeturi,1727465443,20.0,23.03,23.03,23.03,83.0,1014.0,1.54,130.0,0.0,0.0
Gaigeturi,1727467269,27.0,24.41,24.41,24.41,82.0,1014.0,5.37,53.0,0.0,0.0
Gaigeturi,1727469038,20.0,23.03,23.03,23.03,83.0,1014.0,2.06,120.0,0.0,0.0
Gaigeturi,1727470844,30.0,24.75,24.75,24.75,79.0,1014.0,6.39,71.0,0.0,0.0
Gaigeturi,1727472649,40.0,23.03,23.03,23.03,83.0,1015.0,2.06,130.0,0.0,0.0
Gaigeturi,1727474474,34.0,24.87,24.87,24.87,78.0,1015.0,7.1,71.0,0.0,0.0
Gaigeturi,1727476246,40.0,23.03,23.03,23.03,88.0,1015.0,3.6,100.0,0.0,0.0
Gaigeturi,1727478043,41.0,24.93,24.93,24.93,78.0,1015.0,7.62,67.0,0.0,0.0
Gaigeturi,1727479848,40.0,25.03,25.03,25.03,78.0,1016.0,5.66,90.0,0.0,0.0
Gaigeturi,1727481676,18.0,25.13,25.13,25.13,77.0,1016.0,8.19,63.0,0.0,0.0
Gaigeturi,1727483440,40.0,26.03,26.03,26.03,73.0,1016.0,6.69,80.0,0.0,0.0
Gaigeturi,1727485246,22.0,25.56,25.56,25.56,73.0,1016.0,8.26,63.0,0.0,0.0
Gaigeturi,1727487070,40.0,27.03,27.03,27.03,74.0,1016.0,7.72,60.0,0.0,0.0
Gaigeturi,1727488912,16.0,26.0,26.0,26.0,70.0,1016.0,8.06,62.0,0.0,0.0
Gaigeturi,1727490648,40.0,26.03,26.03,26.03,73.0,1015.0,8.23,60.0,0.0,0.0
Gaigeturi,1727492461,18.0,26.04,26.04,26.04,71.0,1015.0,8.49,60.0,0.0,0.0
Gaigeturi,1727494244,20.0,27.03,27.03,27.03,74.0,1015.0,8.75,60.0,0.0,0.0
Gaigeturi,1727496076,27.0,26.24,26.24,26.24,70.0,1015.0,8.66,64.0,0.0,0.0
Gaigeturi,1727497839,20.0,27.03,27.03,27.03,69.0,1015.0,9.26,60.0,0.0,0.0
Gaigeturi,1727499653,27.0,26.32,26.32,26.32,71.0,1015.0,8.86,65.0,0.0,0.0
Gaigeturi,1727501446,20.0,27.03,27.03,27.03,74.0,1015.0,8.75,60.0,0.0,0.0
Gaigeturi,1727503277,26.0,26.11,26.11,26.11,72.0,1015.0,9.28,65.0,0.0,0.0
Gaigeturi,1727505065,40.0,26.03,26.03,26.03,73.0,1015.0,8.23,60.0,0.0,0.0
Gaigeturi,1727506857,17.0,26.37,26.37,26.37,70.0,1014.0,9.35,67.0,0.0,0.0
Gaigeturi,1727508650,40.0,27.03,27.03,27.03,69.0,1015.0,8.75,70.0,0.0,0.0
Gaigeturi,1727510470,14.0,26.16,26.16,26.16,71.0,1015.0,9.28,68.0,0.0,0.0
Gaigeturi,1727512256,40.0,27.03,27.03,27.03,65.0,1016.0,9.26,90.0,0.0,0.0
Gaigeturi,1727514067,12.0,25.68,25.68,25.68,72.0,1016.0,9.47,73.0,0.0,0.0
Gaigeturi,1727515841,40.0,26.03,26.03,26.03,69.0,1016.0,8.75,90.0,0.0,0.0
Gaigeturi,1727517681,13.0,25.52,25.52,25.52,73.0,1016.0,9.64,75.0,0.0,0.0
Gaigeturi,1727519446,40.0,25.03,25.03,25.03,73.0,1017.0,7.2,90.0,0.0,0.0
Gaigeturi,1727521264,13.0,25.4,25.4,25.4,74.0,1017.0,9.82,77.0,0.0,0.0
Gaigeturi,1727523057,20.0,25.03,25.03,25.03,78.0,1017.0,6.69,90.0,0.0,0.0
Gaigeturi,1727524875,20.0,25.29,25.29,25.29,75.0,1017.0,9.74,77.0,0.0,0.0
Gaigeturi,1727526650,20.0,25.03,25.03,25.03,78.0,1017.0,5.66,90.0,0.0,0.0
Gaigeturi,1727528467,73.0,25.22,25.22,25.22,75.0,1017.0,9.91,75.0,0.0,0.0
Gaigeturi,1727530244,40.0,25.03,25.03,25.03,78.0,1017.0,6.17,90.0,0.0,0.0
Gaigeturi,1727532075,76.0,25.24,25.24,25.24,75.0,1017.0,9.91,76.0,0.0,0.0
Gaigeturi,1727533845,20.0,24.03,24.03,24.03,83.0,1017.0,7.2,80.0,0.0,0.0
Gaigeturi,1727535650,73.0,25.07,25.07,25.07,76.0,1017.0,9.77,75.0,0.0,0.0
Gaigeturi,1727537442,40.0,24.03,24.03,24.03,78.0,1017.0,5.14,70.0,0.0,0.0
Gaigeturi,1727539258,72.0,24.89,24.89,24.89,76.0,1017.0,10.02,78.0,0.0,0.0
Gaigeturi,1727541043,40.0,24.03,24.03,24.03,83.0,1016.0,7.2,80.0,0.0,0.0
Gaigeturi,1727542858,67.0,24.75,24.75,24.75,75.0,1016.0,9.95,77.0,0.0,0.0
Gaigeturi,1727544639,40.0,24.03,24.03,24.03,83.0,1016.0,6.69,80.0,0.0,0.0
Gaigeturi,1727546448,62.0,24.58,24.58,24.58,76.0,1017.0,9.68,76.0,0.0,0.0
Gaigeturi,1727548245,40.0,24.03,24.03,24.03,78.0,1017.0,5.14,100.0,0.0,0.0
Gaigeturi,1727550055,50.0,24.43,24.43,24.43,76.0,1017.0,9.84,76.0,0.0,0.0
Gaigeturi,1727551842,75.0,24.03,24.03,24.03,78.0,1017.0,5.66,90.0,0.0,0.0
Gaigeturi,1727553649,51.0,24.4,24.4,24.4,77.0,1017.0,10.01,76.0,0.0,0.0
Gaigeturi,1727555436,40.0,24.03,24.03,24.03,83.0,1017.0,6.17,90.0,0.0,0.0
Gaigeturi,1727557252,66.0,24.41,24.41,24.41,78.0,1017.0,10.06,74.0,0.0,0.0
Gaigeturi,1727559045,40.0,24.03,24.03,24.03,78.0,1018.0,8.23,80.0,0.0,0.0
Gaigeturi,1727560867,75.0,24.39,24.39,24.39,78.0,1018.0,10.17,74.0,0.0,0.0
Gaigeturi,1727562637,40.0,25.03,25.03,25.03,73.0,1018.0,8.23,80.0,0.0,0.0
Gaigeturi,1727564464,80.0,24.68,24.68,24.68,78.0,1018.0,10.71,73.0,0.0,0.0
Gaigeturi,1727566241,75.0,25.03,25.03,25.03,73.0,1018.0,9.26,80.0,0.0,0.0
Gaigeturi,1727568075,82.0,24.82,24.82,24.82,78.0,1018.0,11.41,73.0,0.0,0.0
Gaigeturi,1727569846,75.0,26.03,26.03,26.03,73.0,1018.0,9.77,80.0,0.0,0.0
Gaigeturi,1727571670,94.0,25.07,25.07,25.07,76.0,1018.0,11.4,74.0,0.0,0.0
Gaigeturi,1727573470,75.0,26.03,26.03,26.03,69.0,1017.0,10.8,90.0,0.0,0.0
Gaigeturi,1727575284,97.0,25.48,25.48,25.48,74.0,1017.0,11.17,77.0,0.0,0.0
Gaigeturi,1727577045,75.0,27.03,27.03,27.03,65.0,1018.0,11.32,80.0,0.0,0.0
Gaigeturi,1727578867,98.0,25.85,25.85,25.85,71.0,1018.0,10.66,76.0,0.0,0.0
Gaigeturi,1727580643,75.0,28.03,28.03,28.03,61.0,1017.0,9.77,90.0,0.0,0.0
Gaigeturi,1727582472,92.0,25.98,25.98,25.98,70.0,1017.0,10.63,80.0,0.0,0.0
Gaigeturi,1727584242,75.0,28.03,28.03,28.03,57.0,1016.0,10.8,90.0,0.0,0.0
Gaigeturi,1727586067,83.0,25.98,25.98,25.98,69.0,1016.0,10.36,80.0,0.0,0.0
Gaigeturi,1727587842,40.0,28.03,28.03,28.03,54.0,1016.0,12.35,80.0,0.0,0.0
Gaigeturi,1727589675,74.0,26.02,26.02,26.02,68.0,1016.0,10.23,76.0,0.0,0.0
Gaigeturi,1727591449,40.0,28.03,28.03,28.03,51.0,1016.0,9.77,100.0,0.0,0.0
Gaigeturi,1727593263,24.0,25.81,25.81,25.81,65.0,1016.0,10.12,80.0,0.0,0.0
Gaigeturi,1727595053,40.0,27.03,27.03,27.03,57.0,1016.0,11.32,80.0,0.0,0.0
Gaigeturi,1727596861,17.0,25.5,25.5,25.5,66.0,1016.0,9.95,79.0,0.0,0.0
Gaigeturi,1727598646,40.0,26.03,26.03,26.03,57.0,1017.0,11.32,90.0,0.0,0.0
Gaigeturi,1727600468,13.0,24.99,24.99,24.99,67.0,1017.0,9.75,79.0,0.0,0.0
Gaigeturi,1727602243,0.0,25.03,25.03,25.03,61.0,1017.0,8.23,90.0,0.0,0.0
Gaigeturi,1727604068,10.0,24.62,24.62,24.62,68.0,1017.0,9.47,83.0,0.0,0.0
Gaigeturi,1727605844,0.0,23.03,23.03,23.03,64.0,1017.0,5.14,100.0,0.0,0.0
Gaigeturi,1727607655,9.0,24.54,24.54,24.54,68.0,1017.0,9.47,83.0,0.0,0.0
Gaigeturi,1727609553,0.0,23.03,23.03,23.03,73.0,1018.0,5.14,100.0,0.0,0.0
Gaigeturi,1727611270,7.0,24.37,24.37,24.37,68.0,1018.0,9.08,79.0,0.0,0.0
Gaigeturi,1727613050,0.0,23.03,23.03,23.03,73.0,1018.0,5.14,100.0,0.0,0.0
Gaigeturi,1727614865,0.0,24.22,24.22,24.22,68.0,1018.0,9.47,81.0,0.0,0.0
Gaigeturi,1727616663,0.0,23.03,23.03,23.03,73.0,1017.0,5.14,100.0,0.0,0.0
Gaigeturi,1727618481,0.0,24.09,24.09,24.09,69.0,1017.0,9.27,82.0,0.0,0.0
Gaigeturi,1727620245,20.0,23.03,23.03,23.03,73.0,1017.0,5.14,100.0,0.0,0.0
Gaigeturi,1727622070,0.0,23.96,23.96,23.96,69.0,1017.0,8.85,84.0,0.0,0.0
Gaigeturi,1727623847,20.0,23.03,23.03,23.03,78.0,1017.0,5.14,90.0,0.0,0.0
Gaigeturi,1727625674,1.0,23.79,23.79,23.79,71.0,1017.0,8.26,85.0,0.0,0.0
Gaigeturi,1727627455,20.0,22.03,22.03,22.03,78.0,1016.0,5.66,90.0,0.0,0.0
Gaigeturi,1727629263,2.0,23.79,23.79,23.79,72.0,1016.0,8.35,88.0,0.0,0.0
Gaigeturi,1727631041,20.0,23.03,23.03,23.03,78.0,1016.0,5.66,90.0,0.0,0.0
Gaigeturi,1727632856,8.0,24.01,24.01,24.01,74.0,1016.0,7.26,86.0,0.0,0.0
Gaigeturi,1727634652,20.0,23.03,23.03,23.03,78.0,1016.0,5.66,90.0,0.0,0.0
Gaigeturi,1727636452,61.0,23.9,23.9,23.9,75.0,1016.0,6.66,86.0,0.0,0.0
Gaigeturi,1727638237,20.0,23.03,23.03,23.03,83.0,1016.0,6.17,90.0,0.0,0.0
Gaigeturi,1727640067,48.0,23.66,23.66,23.66,77.0,1016.0,5.97,85.0,0.0,0.0
Gaigeturi,1727641846,20.0,23.03,23.03,23.03,83.0,1016.0,5.66,90.0,0.0,0.0
Gaigeturi,1727643651,47.0,23.62,23.62,23.62,79.0,1016.0,6.07,85.0,0.0,0.0
Gaigeturi,1727645445,20.0,23.03,23.03,23.03,83.0,1016.0,5.66,90.0,0.0,0.0
Gaigeturi,1727647271,39.0,23.71,23.71,23.71,80.0,1016.0,5.89,82.0,0.0,0.0
Gaigeturi,1727649044,20.0,23.03,23.03,23.03,83.0,1016.0,5.66,90.0,0.0,0.0
Gaigeturi,1727650865,34.0,24.44,24.44,24.44,77.0,1016.0,5.91,79.0,0.0,0.0
Gaigeturi,1727652638,20.0,24.03,24.03,24.03,83.0,1016.0,5.66,80.0,0.0,0.0
Gaigeturi,1727654475,32.0,25.36,25.36,25.36,71.0,1016.0,5.58,78.0,0.0,0.0
Gaigeturi,1727656245,40.0,26.03,26.03,26.03,73.0,1016.0,7.72,80.0,0.0,0.0
Gaigeturi,1727658066,23.0,25.94,25.94,25.94,69.0,1016.0,5.2,70.0,0.0,0.0
Gaigeturi,1727659872,20.0,26.03,26.03,26.03,73.0,1016.0,8.23,60.0,0.0,0.0
Gaigeturi,1727661692,21.0,26.21,26.21,26.21,68.0,1016.0,5.59,61.0,0.0,0.0
Gaigeturi,1727663441,20.0,27.03,27.03,27.03,74.0,1015.0,7.72,50.0,0.0,0.0
Gaigeturi,1727665269,22.0,26.36,26.36,26.36,68.0,1015.0,6.07,59.0,0.0,0.0
Gaigeturi,1727667049,40.0,26.03,26.03,26.03,73.0,1014.0,8.75,60.0,0.0,0.0
Gaigeturi,1727668882,21.0,26.27,26.27,26.27,70.0,1014.0,6.42,54.0,0.0,0.0
Gaigeturi,1727670647,0.0,27.03,27.03,27.03,74.0,1013.0,8.75,60.0,0.0,0.0
Gaigeturi,1727672450,20.0,26.22,26.22,26.22,71.0,1013.0,6.24,56.0,0.0,0.0
Gaigeturi,1727674245,40.0,27.03,27.03,27.03,74.0,1013.0,8.23,60.0,0.0,0.0
Gaigeturi,1727676073,19.0,26.24,26.24,26.24,72.0,1013.0,5.63,55.0,0.0,0.0
Gaigeturi,1727677852,75.0,25.03,25.03,25.03,83.0,1013.0,7.2,50.0,0.0,0.0
Gaigeturi,1727679663,88.0,26.2,26.2,26.2,73.0,1013.0,5.5,57.0,0.0,0.0
Gaigeturi,1727681446,75.0,26.03,26.03,26.03,78.0,1013.0,7.72,60.0,0.0,0.0
Gaigeturi,1727683268,83.0,25.91,25.91,25.91,75.0,1013.0,5.86,63.0,0.0,0.0
Gaigeturi,1727685047,75.0,25.03,25.03,25.03,83.0,1013.0,6.17,60.0,0.0,0.0
Gaigeturi,1727686853,83.0,25.85,25.85,25.85,74.0,1013.0,5.1,81.0,0.0,0.0
Gaigeturi,1727688646,75.0,25.03,25.03,25.03,83.0,1013.0,5.14,50.0,0.0,0.0
Gaigeturi,1727690480,86.0,25.56,25.56,25.56,76.0,1013.0,4.41,88.0,0.0,0.0
Gaigeturi,1727692259,40.0,24.03,24.03,24.03,83.0,1014.0,3.6,80.0,0.0,0.0
Gaigeturi,1727694045,89.0,25.45,25.45,25.45,76.0,1014.0,2.99,96.0,0.0,0.0
Gaigeturi,1727695843,20.0,24.03,24.03,24.03,88.0,1014.0,4.12,80.0,0.0,0.0
Gaigeturi,1727697668,58.0,25.36,25.36,25.36,76.0,1014.0,1.8,59.0,0.0,0.0
Gaigeturi,1727699445,0.0,24.03,24.03,24.03,83.0,1014.0,2.06,110.0,0.0,0.0
Gaigeturi,1727701272,13.0,25.19,25.19,25.19,77.0,1014.0,1.81,63.0,0.0,0.0
Gaigeturi,1727703056,0.0,23.03,23.03,23.03,83.0,1014.0,2.06,70.0,0.0,0.0
Gaigeturi,1727704863,12.0,25.0,25.0,25.0,78.0,1014.0,1.94,69.0,0.0,0.0
Gaigeturi,1727706650,0.0,22.03,22.03,22.03,83.0,1014.0,0.51,270.0,0.0,0.0
Gaigeturi,1727708469,10.0,24.89,24.89,24.89,78.0,1014.0,1.69,64.0,0.0,0.0
Gaigeturi,1727710242,0.0,22.03,22.03,22.03,83.0,1013.0,1.03,140.0,0.0,0.0
Gaigeturi,1727712076,9.0,24.76,24.76,24.76,79.0,1013.0,1.49,86.0,0.0,0.0
Gaigeturi,1727713848,0.0,22.03,22.03,22.03,88.0,1012.0,0.51,50.0,0.0,0.0
Gaigeturi,1727715658,9.0,24.68,24.68,24.68,79.0,1012.0,1.24,120.0,0.0,0.0
Gaigeturi,1727717450,0.0,21.03,21.03,21.03,88.0,1012.0,0.51,140.0,0.0,0.0
Gaigeturi,1727719276,40.0,24.72,24.72,24.72,77.0,1012.0,0.52,285.0,0.0,0.0
Gaigeturi,1727721049,0.0,21.03,21.03,21.03,88.0,1011.0,1.03,150.0,0.0,0.0
Gaigeturi,1727722853,100.0,24.67,24.67,24.67,78.0,1011.0,0.76,291.0,0.0,0.0
Gaigeturi,1727724638,0.0,21.03,21.03,21.03,88.0,1011.0,1.54,160.0,0.0,0.0
Gaigeturi,1727726470,95.0,24.58,24.58,24.58,78.0,1011.0,0.55,275.0,0.0,0.0
Gaigeturi,1727728236,0.0,22.03,22.03,22.03,83.0,1011.0,1.54,180.0,0.0,0.0
Gaigeturi,1727730061,91.0,24.52,24.52,24.52,79.0,1011.0,0.57,280.0,0.0,0.0
Gaigeturi,1727731849,40.0,22.03,22.03,22.03,83.0,1012.0,1.03,180.0,0.5,0.0
Gaigeturi,1727733670,86.0,24.14,24.14,24.14,80.0,1012.0,0.76,261.0,0.5,0.0
Gaigeturi,1727735437,40.0,22.03,22.03,22.03,83.0,1012.0,0.51,140.0,0.22,0.0
Gaigeturi,1727737242,73.0,25.0,25.0,25.0,76.0,1012.0,0.82,275.0,0.22,0.0
Gaigeturi,1727739044,0.0,24.03,24.03,24.03,78.0,1012.0,0.51,250.0,0.21,0.0
Gaigeturi,1727740873,65.0,25.16,25.16,25.16,75.0,1012.0,0.93,284.0,0.3,0.0
Gaigeturi,1727742641,0.0,27.03,27.03,27.03,65.0,1012.0,1.03,150.0,0.26,0.0
Gaigeturi,1727744453,54.0,25.77,25.77,25.77,72.0,1012.0,1.74,287.0,0.26,0.0
Gaigeturi,1727746298,40.0,27.03,27.03,27.03,69.0,1012.0,2.06,20.0,0.2,0.0
Gaigeturi,1727748098,64.0,26.07,26.07,26.07,70.0,1012.0,2.96,302.0,0.2,0.0
Gaigeturi,1727749843,40.0,27.03,27.03,27.03,74.0,1011.0,2.06,350.0,0.18,0.0
Gaigeturi,1727751668,67.0,25.95,25.95,25.95,71.0,1011.0,4.51,318.0,0.18,0.0
Gaigeturi,1727753446,75.0,27.03,27.03,27.03,74.0,1011.0,2.06,340.0,0.0,0.0
Gaigeturi,1727755268,60.0,25.61,25.61,25.61,73.0,1011.0,5.4,332.0,0.0,0.0
Gaigeturi,1727757040,75.0,27.03,27.03,27.03,74.0,1011.0,2.57,360.0,0.22,0.0
Gaigeturi,1727758863,68.0,24.73,24.73,24.73,77.0,1011.0,5.73,340.0,0.22,0.0
Gaigeturi,1727760649,100.0,27.03,27.03,27.03,74.0,1010.0,3.09,310.0,0.0,0.0
Gaigeturi,1727762478,74.0,24.71,24.71,24.71,77.0,1010.0,6.43,340.0,0.24,0.0
Gaigeturi,1727764249,100.0,26.03,26.03,26.03,78.0,1011.0,2.57,320.0,0.57,0.0
Gaigeturi,1727766057,100.0,23.51,23.51,23.51,85.0,1011.0,7.65,352.0,0.57,0.0
Gaigeturi,1727767841,100.0,24.03,24.03,24.03,78.0,1011.0,5.66,10.0,0.36,0.0
Gaigeturi,1727769681,100.0,23.2,23.2,23.2,84.0,1011.0,8.55,3.0,0.36,0.0
Gaigeturi,1727771442,100.0,22.03,22.03,22.03,83.0,1012.0,6.69,360.0,0.32,0.0
Gaigeturi,1727773266,100.0,22.03,22.03,22.03,83.0,1012.0,6.69,360.0,0.32,0.0
Gaigeturi,1727775047,100.0,21.03,21.03,21.03,88.0,1013.0,7.2,360.0,0.74,0.0
Gaigeturi,1727776878,100.0,21.37,21.37,21.37,79.0,1013.0,11.12,6.0,0.74,0.0
Gaigeturi,1727778645,100.0,20.03,20.03,20.03,77.0,1014.0,6.69,360.0,0.0,0.0
Gaigeturi,1727780479,100.0,20.65,20.65,20.65,76.0,1014.0,10.95,4.0,0.0,0.0
Gaigeturi,1727782242,100.0,20.03,20.03,20.03,77.0,1015.0,5.14,360.0,0.15,0.0
Gaigeturi,1727784081,100.0,18.77,18.77,18.77,86.0,1015.0,9.93,14.0,0.85,0.0
Gaigeturi,1727785844,100.0,19.03,19.03,19.03,77.0,1014.0,4.12,10.0,0.44,0.0
Gaigeturi,1727787655,100.0,19.61,19.61,19.61,74.0,1014.0,8.88,23.0,0.44,0.0
Gaigeturi,1727789449,100.0,18.03,18.03,18.03,82.0,1015.0,4.63,130.0,0.0,0.0
Gaigeturi,1727791263,100.0,20.77,20.77,20.77,65.0,1015.0,9.85,13.0,0.0,0.0
Gaigeturi,1727793059,100.0,21.03,21.03,21.03,56.0,1015.0,4.63,350.0,0.0,0.0
Gaigeturi,1727794847,100.0,21.1,21.1,21.1,62.0,1015.0,11.12,5.0,0.0,0.0
Gaigeturi,1727796652,100.0,21.03,21.03,21.03,64.0,1015.0,4.12,10.0,0.0,0.0
Gaigeturi,1727798457,100.0,21.07,21.07,21.07,61.0,1015.0,11.04,3.0,0.0,0.0
Gaigeturi,1727800237,100.0,20.03,20.03,20.03,68.0,1014.0,3.6,350.0,0.0,0.0
Gaigeturi,1727802055,100.0,20.94,20.94,20.94,61.0,1014.0,10.73,5.0,0.0,0.0
Gaigeturi,1727803852,100.0,20.03,20.03,20.03,68.0,1014.0,3.6,360.0,0.0,0.0
Gaigeturi,1727805647,100.0,21.04,21.04,21.04,61.0,1014.0,10.93,2.0,0.0,0.0
Gaigeturi,1727807460,75.0,21.03,21.03,21.03,60.0,1015.0,4.63,360.0,0.0,0.0
Gaigeturi,1727809256,100.0,21.04,21.04,21.04,59.0,1015.0,10.48,360.0,0.0,0.0
Gaigeturi,1727811045,75.0,20.03,20.03,20.03,60.0,1014.0,4.12,360.0,0.0,0.0
Gaigeturi,1727812866,100.0,21.08,21.08,21.08,60.0,1014.0,11.14,0.0,0.0,0.0
Gaigeturi,1727814636,75.0,20.03,20.03,20.03,60.0,1015.0,3.6,30.0,0.0,0.0
Gaigeturi,1727816445,97.0,20.93,20.93,20.93,57.0,1015.0,10.73,357.0,0.0,0.0
Gaigeturi,1727818265,75.0,20.03,20.03,20.03,64.0,1016.0,4.12,30.0,0.0,0.0
Gaigeturi,1727820051,93.0,20.85,20.85,20.85,58.0,1016.0,9.96,5.0,0.0,0.0
Gaigeturi,1727821842,75.0,20.03,20.03,20.03,56.0,1016.0,5.14,10.0,0.0,0.0
Gaigeturi,1727823651,89.0,20.38,20.38,20.38,65.0,1016.0,9.92,13.0,0.0,0.0
Gaigeturi,1727825449,75.0,20.03,20.03,20.03,56.0,1016.0,5.66,10.0,0.0,0.0
Gaigeturi,1727827274,99.0,20.65,20.65,20.65,63.0,1016.0,9.94,20.0,0.0,0.0
Gaigeturi,1727829045,75.0,20.03,20.03,20.03,56.0,1016.0,4.12,350.0,0.0,0.0
Gaigeturi,1727830866,72.0,20.52,20.52,20.52,63.0,1016.0,9.89,23.0,0.0,0.0
Gaigeturi,1727832672,75.0,20.03,20.03,20.03,56.0,1017.0,5.14,30.0,0.0,0.0
Gaigeturi,1727834485,86.0,19.81,19.81,19.81,67.0,1017.0,9.99,29.0,0.0,0.0
Gaigeturi,1727836248,75.0,20.03,20.03,20.03,56.0,1016.0,5.14,40.0,0.0,0.0
Gaigeturi,1727838067,90.0,19.76,19.76,19.76,63.0,1016.0,9.46,22.0,0.0,0.0
Gaigeturi,1727839844,75.0,20.03,20.03,20.03,52.0,1016.0,4.12,30.0,0.0,0.0
Gaigeturi,1727841681,91.0,19.85,19.85,19.85,59.0,1016.0,9.44,19.0,0.0,0.0
Gaigeturi,1727843439,75.0,21.03,21.03,21.03,49.0,1016.0,3.6,30.0,0.0,0.0
