ts,실시간 임시 가격(원/kWh),실시간 확정 가격(원/kWh)
1712082600,112.47,112.47
1712083500,112.47,112.47
1712084400,112.47,112.47
1712085300,112.47,112.47
1712086200,112.47,112.47
1712087100,112.47,112.47
1712088000,112.47,112.47
1712088900,112.47,112.47
1712089800,112.47,112.47
1712090700,112.47,112.47
1712091600,112.47,112.47
1712092500,115.06,115.06
1712093400,115.06,115.06
1712094300,115.06,115.06
1712095200,115.06,115.06
1712096100,155.95,156.44
1712097000,155.95,156.44
1712097900,144.73,146.08
1712098800,154.12,154.41
1712099700,155.60,155.89
1712100600,155.60,155.89
1712101500,155.60,155.89
1712102400,155.57,155.89
1712103300,162.45,162.45
1712104200,162.45,162.45
1712105100,162.45,162.45
1712106000,162.45,162.45
1712106900,157.68,157.91
1712107800,163.37,163.37
1712108700,156.22,156.36
1712109600,157.64,157.82
1712110500,154.74,155.20
1712111400,154.74,155.20
1712112300,154.74,155.20
1712113200,154.51,155.20
1712114100,154.09,154.78
1712115000,154.09,154.78
1712115900,154.09,154.78
1712116800,154.13,154.78
1712117700,154.13,154.78
1712118600,154.13,154.78
1712119500,154.13,154.78
1712120400,154.19,154.78
1712121300,154.62,155.20
1712122200,154.62,155.20
1712123100,154.62,155.20
1712124000,154.63,155.20
1712124900,158.57,158.57
1712125800,158.57,158.57
1712126700,158.57,158.57
1712127600,158.57,158.57
1712128500,154.98,155.59
1712129400,154.98,155.59
1712130300,154.98,155.59
1712131200,154.98,155.59
1712132100,155.25,155.85
1712133000,155.25,155.85
1712133900,155.25,155.85
1712134800,155.14,155.85
1712135700,155.57,156.28
1712136600,155.57,156.28
1712137500,155.57,156.28
1712138400,155.71,156.44
1712139300,155.87,156.60
1712140200,155.87,156.60
1712141100,155.88,156.60
1712142000,155.88,156.60
1712142900,155.89,156.60
1712143800,155.93,156.60
1712144700,156.01,156.60
1712145600,156.86,156.60
1712146500,157.03,157.86
1712147400,156.35,156.31
1712148300,156.35,156.31
1712149200,156.37,156.31
1712150100,156.83,156.35
1712151000,155.89,156.83
1712151900,155.89,156.83
1712152800,155.89,156.83
1712153700,155.89,156.83
1712154600,155.89,156.83
1712155500,155.89,156.83
1712156400,154.53,154.53
1712157300,158.11,153.43
1712158200,150.51,149.56
1712159100,148.49,147.49
1712160000,158.76,154.53
1712160900,160.30,156.34
1712161800,160.78,156.63
1712162700,161.01,156.63
1712163600,161.23,156.63
1712164500,106.84,106.84
1712165400,106.84,106.84
1712166300,106.84,106.84
1712167200,106.84,106.84
1712168100,103.82,103.82
1712169000,103.82,103.82
1712169900,103.82,103.82
1712170800,103.82,103.82
1712171700,111.32,111.32
1712172600,111.32,111.32
1712173500,111.32,111.32
1712174400,111.32,111.32
1712175300,157.10,156.63
1712176200,157.09,156.63
1712177100,157.07,156.63
1712178000,157.03,156.63
1712178900,157.01,156.63
1712179800,157.00,156.63
1712180700,156.11,155.63
1712181600,156.11,155.63
1712182500,156.11,155.63
1712183400,156.11,155.63
1712184300,156.11,155.63
1712185200,156.11,155.63
1712186100,156.11,155.63
1712187000,156.11,155.63
1712187900,156.11,155.63
1712188800,156.11,155.63
1712189700,162.45,162.45
1712190600,162.45,162.45
1712191500,162.45,162.45
1712192400,162.45,162.45
1712193300,157.98,155.44
1712194200,157.98,155.44
1712195100,157.98,155.44
1712196000,151.33,150.95
1712196900,155.96,155.44
1712197800,155.93,155.44
1712198700,155.93,155.44
1712199600,155.86,155.44
1712200500,155.86,155.44
1712201400,155.88,155.44
1712202300,155.89,155.44
1712203200,155.89,155.44
1712204100,155.94,155.44
1712205000,156.02,155.44
1712205900,155.94,155.44
1712206800,155.89,155.44
1712207700,155.86,155.44
1712208600,155.86,155.44
1712209500,155.86,155.44
1712210400,155.86,155.44
1712211300,162.45,162.45
1712212200,162.45,162.45
1712213100,162.45,162.45
1712214000,162.45,162.45
1712214900,155.86,155.44
1712215800,155.86,155.44
1712216700,155.86,155.44
1712217600,155.86,155.44
1712218500,155.86,155.44
1712219400,155.86,155.44
1712220300,155.86,155.44
1712221200,155.86,155.44
1712222100,155.86,155.44
1712223000,155.85,155.44
1712223900,155.85,155.44
1712224800,155.34,155.44
1712225700,162.45,162.45
1712226600,162.45,162.45
1712227500,162.45,162.45
1712228400,162.45,162.45
1712229300,155.80,155.91
1712230200,155.34,155.44
1712231100,155.34,155.44
1712232000,155.34,155.44
1712232900,155.34,155.44
1712233800,155.34,155.44
1712234700,155.34,155.44
1712235600,155.85,155.44
1712236500,156.04,155.63
1712237400,156.04,155.63
1712238300,156.04,155.63
1712239200,156.04,155.63
1712240100,156.04,155.63
1712241000,156.04,155.63
1712241900,156.04,155.63
1712242800,157.21,157.21
1712243700,156.37,153.80
1712244600,156.28,153.80
1712245500,156.29,153.80
1712246400,156.10,153.80
1712247300,155.71,153.40
1712248200,155.66,153.40
1712249100,152.77,152.77
1712250000,150.10,150.69
1712250900,149.45,149.97
1712251800,146.35,145.99
1712252700,146.31,145.99
1712253600,146.18,145.99
1712254500,146.15,145.99
1712255400,146.11,145.99
1712256300,146.79,148.00
1712257200,146.05,145.99
1712258100,146.02,145.99
1712259000,145.99,145.99
1712259900,102.33,102.33
1712260800,102.33,102.33
1712261700,151.54,152.76
1712262600,151.85,152.76
1712263500,153.11,153.77
1712264400,152.91,153.86
1712265300,157.42,158.09
1712266200,157.22,158.09
1712267100,157.02,158.09
1712268000,156.65,158.09
1712268900,156.65,158.09
1712269800,156.58,158.09
1712270700,156.51,158.09
1712271600,156.49,158.09
1712272500,157.18,158.02
1712273400,157.62,158.02
1712274300,157.82,158.02
1712275200,150.73,150.81
1712276100,152.58,152.58
1712277000,150.52,150.46
1712277900,125.00,125.00
1712278800,154.77,154.77
1712279700,138.52,138.52
1712280600,138.52,138.52
1712281500,138.52,138.52
1712282400,145.49,145.25
1712283300,145.30,145.06
1712284200,145.30,145.06
1712285100,145.30,145.06
1712286000,144.78,145.06
1712286900,130.92,130.92
1712287800,130.92,130.92
1712288700,130.92,130.92
1712289600,130.92,130.92
1712290500,130.92,130.92
1712291400,150.26,150.26
1712292300,150.26,150.26
1712293200,150.26,150.26
1712294100,150.26,150.26
1712295000,150.26,150.26
1712295900,150.26,150.26
1712296800,150.26,150.26
1712297700,144.78,145.06
1712298600,139.41,139.41
1712299500,152.08,149.88
1712300400,151.94,149.88
1712301300,151.86,149.82
1712302200,151.78,149.82
1712303100,157.37,154.71
1712304000,155.02,155.00
1712304900,154.10,153.79
1712305800,154.19,153.79
1712306700,154.28,153.79
1712307600,154.92,154.36
1712308500,154.92,154.36
1712309400,154.83,154.36
1712310300,154.74,154.36
1712311200,154.87,154.36
1712312100,155.07,154.55
1712313000,155.46,155.13
1712313900,155.44,155.13
1712314800,155.40,155.13
1712315700,155.61,155.38
1712316600,155.57,155.38
1712317500,155.54,155.38
1712318400,155.50,155.38
1712319300,155.46,155.38
1712320200,155.50,155.38
1712321100,155.54,155.38
1712322000,155.54,155.38
1712322900,157.06,155.51
1712323800,155.51,155.51
1712324700,155.51,155.51
1712325600,155.51,155.51
1712326500,154.55,154.55
1712327400,154.55,154.55
1712328300,154.55,154.55
1712329200,154.55,154.55
1712330100,156.22,157.22
1712331000,206.03,207.24
1712331900,158.02,158.90
1712332800,156.73,157.77
1712333700,153.15,153.70
1712334600,158.93,159.85
1712335500,152.66,153.19
1712336400,158.53,158.90
1712337300,158.18,158.37
1712338200,157.57,157.80
1712339100,157.38,157.63
1712340000,154.94,154.12
1712340900,154.35,153.27
1712341800,155.99,155.60
1712342700,96.08,96.08
1712343600,155.58,155.60
1712344500,155.57,155.60
1712345400,154.46,153.27
1712346300,155.36,155.60
1712347200,155.42,155.60
1712348100,153.21,152.32
1712349000,155.65,155.60
1712349900,155.81,155.60
1712350800,155.83,155.60
1712351700,157.69,157.47
1712352600,155.29,154.18
1712353500,154.97,153.70
1712354400,155.60,155.60
1712355300,154.02,152.83
1712356200,152.18,150.95
1712357100,103.54,103.54
1712358000,103.54,103.54
1712358900,153.66,152.86
1712359800,96.77,96.77
1712360700,146.29,145.98
1712361600,148.19,145.98
1712362500,147.90,145.79
1712363400,147.81,145.79
1712364300,147.72,145.79
1712365200,146.21,145.79
1712366100,145.82,145.42
1712367000,145.80,145.42
1712367900,145.78,145.42
1712368800,145.81,145.42
1712369700,145.80,145.42
1712370600,145.78,145.42
1712371500,145.76,145.42
1712372400,144.95,145.42
1712373300,144.95,145.42
1712374200,144.95,145.42
1712375100,144.95,145.42
1712376000,144.95,145.42
1712376900,144.95,145.42
1712377800,144.95,145.42
1712378700,144.95,145.42
1712379600,144.95,145.42
1712380500,144.95,145.42
1712381400,144.95,145.42
1712382300,144.95,145.42
1712383200,144.95,145.42
1712384100,96.27,96.27
1712385000,96.27,96.27
1712385900,96.27,96.27
1712386800,96.27,96.27
1712387700,97.00,97.00
1712388600,97.00,97.00
1712389500,97.00,97.00
1712390400,97.00,97.00
1712391300,114.70,114.70
1712392200,145.53,145.61
1712393100,114.70,114.70
1712394000,145.61,145.61
1712394900,145.61,145.61
1712395800,145.61,145.61
1712396700,145.61,145.61
1712397600,145.61,145.61
1712398500,158.51,158.17
1712399400,158.51,158.17
1712400300,158.51,158.17
1712401200,158.51,158.17
1712402100,158.70,158.36
1712403000,158.70,158.36
1712403900,158.70,158.36
1712404800,157.91,157.91
1712405700,158.07,158.36
1712406600,158.01,158.36
1712407500,158.36,158.36
1712408400,158.36,158.36
1712409300,158.36,158.36
1712410200,157.29,158.36
1712411100,157.17,158.36
1712412000,157.02,158.36
1712412900,158.36,158.36
1712413800,158.36,158.36
1712414700,158.36,158.36
1712415600,158.36,158.36
1712416500,144.97,145.86
1712417400,144.95,145.86
1712418300,160.47,159.19
1712419200,159.70,157.53
1712420100,158.92,156.56
1712421000,145.02,145.86
1712421900,145.07,145.86
1712422800,161.00,160.63
1712423700,164.59,164.13
1712424600,163.89,163.26
1712425500,163.42,163.20
1712426400,163.34,162.16
1712427300,163.25,162.16
1712428200,162.84,161.96
1712429100,162.34,161.73
1712430000,161.52,161.06
1712430900,159.42,159.09
1712431800,161.09,161.06
1712432700,160.65,161.06
1712433600,160.68,161.11
1712434500,159.81,160.07
1712435400,160.95,161.06
1712436300,161.14,161.06
1712437200,162.36,162.16
1712438100,163.45,163.18
1712439000,162.90,162.87
1712439900,162.18,162.16
1712440800,157.49,157.53
1712441700,102.56,102.56
1712442600,102.56,102.56
1712443500,102.56,102.56
1712444400,102.56,102.56
1712445300,145.43,145.49
1712446200,94.86,94.86
1712447100,145.43,145.49
1712448000,131.52,131.52
1712448900,95.92,95.92
1712449800,131.15,131.15
1712450700,131.15,131.15
1712451600,-79.32,-79.32
1712452500,130.96,130.96
1712453400,130.96,130.96
1712454300,130.96,130.96
1712455200,130.96,130.96
1712456100,130.78,130.78
1712457000,130.78,130.78
1712457900,130.78,130.78
1712458800,130.78,130.78
1712459700,130.78,130.78
1712460600,130.78,130.78
1712461500,130.78,130.78
1712462400,130.78,130.78
1712463300,-79.32,-79.32
1712464200,-79.32,-79.32
1712465100,-79.32,-79.32
1712466000,0.00,0.00
1712466900,95.62,95.62
1712467800,95.62,95.62
1712468700,-19.00,-19.00
1712469600,130.96,130.96
1712470500,130.96,130.96
1712471400,130.96,130.96
1712472300,96.14,96.14
1712473200,96.14,96.14
1712474100,98.07,98.07
1712475000,98.07,98.07
1712475900,98.07,98.07
1712476800,98.07,98.07
1712477700,155.34,159.95
1712478600,155.26,159.95
1712479500,155.27,159.95
1712480400,155.25,158.50
1712481300,160.34,160.28
1712482200,160.24,160.28
1712483100,160.47,160.28
1712484000,160.00,160.28
1712484900,159.74,159.97
1712485800,145.31,145.31
1712486700,159.78,159.13
1712487600,145.31,145.31
1712488500,159.44,159.49
1712489400,145.49,145.49
1712490300,145.49,145.49
1712491200,159.63,160.30
1712492100,158.61,159.77
1712493000,159.88,160.77
1712493900,145.49,145.49
1712494800,145.49,145.49
1712495700,145.49,145.49
1712496600,145.49,145.49
1712497500,145.49,145.49
1712498400,145.49,145.49
1712499300,145.49,145.49
1712500200,145.49,145.49
1712501100,145.49,145.49
1712502000,145.49,145.49
1712502900,156.13,154.86
1712503800,146.00,146.17
1712504700,146.19,146.17
1712505600,146.14,146.17
1712506500,159.19,158.14
1712507400,158.00,156.72
1712508300,156.42,155.05
1712509200,99.08,99.08
1712510100,96.22,96.22
1712511000,96.22,96.22
1712511900,96.22,96.22
1712512800,96.22,96.22
1712513700,86.38,86.38
1712514600,86.38,86.38
1712515500,86.38,86.38
1712516400,86.38,86.38
1712517300,86.38,86.38
1712518200,86.38,86.38
1712519100,86.38,86.38
1712520000,86.38,86.38
1712520900,99.08,99.08
1712521800,99.08,99.08
1712522700,99.08,99.08
1712523600,99.08,99.08
1712524500,156.73,155.63
1712525400,146.61,146.35
1712526300,158.36,157.20
1712527200,113.07,113.07
1712528100,157.22,155.98
1712529000,157.26,155.98
1712529900,157.32,155.98
1712530800,157.80,155.98
1712531700,159.96,158.05
1712532600,161.28,159.36
1712533500,162.45,162.45
1712534400,162.45,162.45
1712535300,158.37,156.70
1712536200,158.37,156.70
1712537100,158.37,156.70
1712538000,158.65,157.42
1712538900,158.52,157.32
1712539800,158.49,157.32
1712540700,158.46,157.32
1712541600,158.22,157.32
1712542500,157.57,156.70
1712543400,157.55,156.70
1712544300,157.52,156.70
1712545200,156.45,156.70
1712546100,156.42,156.70
1712547000,156.42,156.70
1712547900,156.41,156.70
1712548800,156.60,156.70
1712549700,156.57,156.70
1712550600,156.54,156.70
1712551500,154.73,154.88
1712552400,154.92,154.88
1712553300,154.92,154.88
1712554200,154.92,154.88
1712555100,154.92,154.88
1712556000,154.74,154.88
1712556900,154.76,154.88
1712557800,154.76,154.88
1712558700,154.76,154.88
1712559600,154.76,154.88
1712560500,154.76,154.88
1712561400,154.79,154.88
1712562300,145.14,145.61
1712563200,145.13,145.61
1712564100,162.45,162.45
1712565000,162.45,162.45
1712565900,162.45,162.45
1712566800,162.45,162.45
1712567700,158.41,158.54
1712568600,158.41,158.54
1712569500,158.41,158.54
1712570400,158.41,158.54
1712571300,158.53,158.65
1712572200,156.94,156.82
1712573100,158.49,158.65
1712574000,157.07,156.82
1712574900,158.76,158.74
1712575800,158.76,158.74
1712576700,158.76,158.74
1712577600,158.76,158.74
1712578500,157.73,157.71
1712579400,157.73,157.71
1712580300,157.73,157.71
1712581200,157.82,157.71
1712582100,157.82,157.71
1712583000,158.01,158.01
1712583900,158.01,158.01
1712584800,158.01,158.01
1712585700,158.01,158.01
1712586600,158.01,158.01
1712587500,158.01,158.01
1712588400,158.01,158.01
1712589300,101.22,101.22
1712590200,101.22,101.22
1712591100,101.22,101.22
1712592000,101.22,101.22
1712592900,95.68,95.68
1712593800,95.68,95.68
1712594700,95.68,95.68
1712595600,95.68,95.68
1712596500,86.84,86.84
1712597400,86.84,86.84
1712598300,86.84,86.84
1712599200,86.84,86.84
1712600100,86.84,86.84
1712601000,86.84,86.84
1712601900,86.84,86.84
1712602800,86.84,86.84
1712603700,87.05,87.05
1712604600,87.05,87.05
1712605500,87.05,87.05
1712606400,87.05,87.05
1712607300,95.96,95.96
1712608200,95.96,95.96
1712609100,95.96,95.96
1712610000,95.96,95.96
1712610900,166.52,166.57
1712611800,167.92,168.51
1712612700,165.66,166.23
1712613600,165.67,166.23
1712614500,167.62,167.99
1712615400,167.88,167.99
1712616300,167.88,167.99
1712617200,167.85,167.99
1712618100,167.69,167.75
1712619000,167.59,167.60
1712619900,0.00,0.00
1712620800,0.00,0.00
1712621700,144.45,144.45
1712622600,144.45,144.45
1712623500,144.45,144.45
1712624400,144.45,144.45
1712625300,136.64,136.64
1712626200,136.64,136.64
1712627100,-51.27,-51.27
1712628000,-79.32,-79.32
1712628900,0.00,0.00
1712629800,133.59,133.59
1712630700,133.59,133.59
1712631600,133.59,133.59
1712632500,113.17,113.17
1712633400,113.17,113.17
1712634300,113.17,113.17
1712635200,113.17,113.17
1712636100,129.76,129.76
1712637000,129.76,129.76
1712637900,129.76,129.76
1712638800,129.76,129.76
1712639700,133.59,133.59
1712640600,133.59,133.59
1712641500,133.59,133.59
1712642400,133.59,133.59
1712643300,133.59,133.59
1712644200,133.59,133.59
1712645100,133.59,133.59
1712646000,133.59,133.59
1712646900,133.59,133.59
1712647800,152.23,152.23
1712648700,152.23,152.23
1712649600,152.23,152.23
1712650500,152.23,152.23
1712651400,152.23,152.23
1712652300,152.23,152.23
1712653200,152.22,152.23
1712654100,152.43,152.44
1712655000,152.43,152.44
1712655900,152.44,152.44
1712656800,153.48,152.44
1712657700,153.48,152.44
1712658600,153.48,152.44
1712659500,153.48,152.44
1712660400,152.44,152.44
1712661300,152.48,152.48
1712662200,152.48,152.48
1712663100,152.48,152.48
1712664000,152.48,152.48
1712664900,152.48,152.48
1712665800,152.48,152.48
1712666700,152.48,152.48
1712667600,152.48,152.48
1712668500,152.48,152.48
1712669400,152.48,152.48
1712670300,152.48,152.48
1712671200,152.48,152.46
1712672100,152.48,152.46
1712673000,152.48,152.48
1712673900,152.48,152.48
1712674800,152.48,152.48
1712675700,117.35,117.35
1712676600,117.35,117.35
1712677500,117.35,117.35
1712678400,117.35,117.35
1712679300,102.40,102.40
1712680200,102.40,102.40
1712681100,102.40,102.40
1712682000,102.40,102.40
1712682900,95.98,95.98
1712683800,95.98,95.98
1712684700,95.98,95.98
1712685600,95.98,95.98
1712686500,95.95,95.95
1712687400,95.95,95.95
1712688300,95.95,95.95
1712689200,95.95,95.95
1712690100,99.16,99.16
1712691000,99.16,99.16
1712691900,99.16,99.16
1712692800,99.16,99.16
1712693700,160.87,160.94
1712694600,160.87,160.94
1712695500,160.87,160.94
1712696400,160.87,160.94
1712697300,160.87,160.94
1712698200,160.94,160.94
1712699100,160.94,160.94
1712700000,160.94,160.94
1712700900,160.78,160.78
1712701800,160.78,160.78
1712702700,160.78,160.78
1712703600,159.54,159.54
1712704500,110.38,110.38
1712705400,110.38,110.38
1712706300,110.38,110.38
1712707200,110.38,110.38
1712708100,137.44,137.44
1712709000,137.44,137.44
1712709900,-1.29,-1.29
1712710800,-35.25,-35.25
1712711700,150.28,150.28
1712712600,150.28,150.28
1712713500,0.00,0.00
1712714400,150.28,150.28
1712715300,116.18,116.18
1712716200,0.00,0.00
1712717100,0.00,0.00
1712718000,0.00,0.00
1712718900,0.00,0.00
1712719800,116.18,116.18
1712720700,116.18,116.18
1712721600,-79.32,-79.32
1712722500,0.00,0.00
1712723400,0.00,0.00
1712724300,143.15,143.15
1712725200,143.15,143.15
1712726100,115.93,115.93
1712727000,115.93,115.93
1712727900,115.93,115.93
1712728800,115.93,115.93
1712729700,137.44,137.44
1712730600,137.44,137.44
1712731500,137.44,137.44
1712732400,137.44,137.44
1712733300,109.98,109.98
1712734200,109.98,109.98
1712735100,109.98,109.98
1712736000,109.98,109.98
1712736900,110.69,110.69
1712737800,110.69,110.69
1712738700,110.69,110.69
1712739600,110.69,110.69
1712740500,151.78,156.50
1712741400,151.72,156.50
1712742300,151.92,156.50
1712743200,153.50,157.81
1712744100,152.19,156.54
1712745000,153.45,157.74
1712745900,153.52,157.81
1712746800,147.74,147.74
1712747700,151.55,155.34
1712748600,151.67,155.34
1712749500,151.80,155.34
1712750400,154.65,155.34
1712751300,154.65,155.34
1712752200,154.65,155.34
1712753100,154.65,155.34
1712754000,154.65,155.34
1712754900,154.65,155.34
1712755800,155.04,155.34
1712756700,155.28,155.34
1712757600,155.28,155.34
1712758500,144.93,144.93
1712759400,144.93,144.93
1712760300,144.93,144.93
1712761200,144.93,144.93
1712762100,102.01,102.01
1712763000,252.21,252.21
1712763900,102.01,102.01
1712764800,102.01,102.01
1712765700,96.31,96.31
1712766600,96.31,96.31
1712767500,96.31,96.31
1712768400,96.31,96.31
1712769300,86.93,86.93
1712770200,86.93,86.93
1712771100,86.93,86.93
1712772000,86.93,86.93
1712772900,85.92,85.92
1712773800,85.92,85.92
1712774700,85.92,85.92
1712775600,85.92,85.92
1712776500,86.93,86.93
1712777400,86.93,86.93
1712778300,86.93,86.93
1712779200,86.93,86.93
1712780100,96.31,96.31
1712781000,96.31,96.31
1712781900,96.31,96.31
1712782800,96.31,96.31
1712783700,102.32,102.32
1712784600,102.32,102.32
1712785500,102.32,102.32
1712786400,102.32,102.32
1712787300,113.53,113.53
1712788200,113.53,113.53
1712789100,113.53,113.53
1712790000,113.53,113.53
1712790900,159.81,158.09
1712791800,159.81,158.09
1712792700,159.81,158.09
1712793600,158.34,158.09
1712794500,164.20,164.20
1712795400,164.20,164.20
1712796300,164.20,164.20
1712797200,164.20,164.20
1712798100,137.28,137.28
1712799000,137.28,137.28
1712799900,137.28,137.28
1712800800,137.28,137.28
1712801700,141.68,141.68
1712802600,141.68,141.68
1712803500,141.68,141.68
1712804400,141.68,141.68
1712805300,117.79,117.79
1712806200,117.79,117.79
1712807100,117.79,117.79
1712808000,117.79,117.79
1712808900,144.41,144.41
1712809800,144.41,144.41
1712810700,144.41,144.41
1712811600,144.41,144.41
1712812500,117.79,117.79
1712813400,117.79,117.79
1712814300,117.79,117.79
1712815200,117.79,117.79
1712816100,143.55,143.55
1712817000,143.55,143.55
1712817900,143.55,143.55
1712818800,143.55,143.55
1712819700,117.79,117.79
1712820600,117.79,117.79
1712821500,117.79,117.79
1712822400,117.79,117.79
1712823300,157.63,158.20
1712824200,157.63,158.20
1712825100,157.63,158.20
1712826000,157.63,158.20
1712826900,157.63,158.20
1712827800,157.63,158.20
1712828700,157.63,158.20
1712829600,157.63,158.20
1712830500,157.96,158.53
1712831400,157.96,158.53
1712832300,163.45,163.63
1712833200,163.45,163.63
1712834100,163.45,163.63
1712835000,163.45,163.63
1712835900,163.45,163.63
1712836800,163.45,163.63
1712837700,145.18,145.41
1712838600,145.18,145.41
1712839500,145.18,145.41
1712840400,145.18,145.41
1712841300,163.45,163.63
1712842200,159.87,163.63
1712843100,159.87,163.63
1712844000,159.87,163.63
1712844900,145.41,145.41
1712845800,145.41,145.41
1712846700,145.41,145.41
1712847600,116.33,116.33
1712848500,101.85,101.85
1712849400,101.85,101.85
1712850300,101.85,101.85
1712851200,101.85,101.85
1712852100,163.89,163.30
1712853000,163.45,163.03
1712853900,163.31,162.91
1712854800,162.53,162.32
1712855700,162.46,162.26
1712856600,161.95,162.01
1712857500,161.14,161.16
1712858400,161.64,161.69
1712859300,161.49,161.51
1712860200,161.35,161.33
1712861100,161.69,161.72
1712862000,160.51,160.51
1712862900,87.57,87.57
1712863800,87.57,87.57
1712864700,87.57,87.57
1712865600,145.87,146.74
1712866500,146.27,146.74
1712867400,146.33,146.74
1712868300,146.37,146.74
1712869200,146.36,146.74
1712870100,146.37,146.74
1712871000,146.18,146.74
1712871900,102.01,102.01
1712872800,250.02,250.02
1712873700,145.97,146.56
1712874600,101.85,101.85
1712875500,101.85,101.85
1712876400,101.85,101.85
1712877300,137.41,137.41
1712878200,137.41,137.41
1712879100,137.41,137.41
1712880000,137.41,137.41
1712880900,148.26,148.26
1712881800,148.26,148.26
1712882700,148.26,148.26
1712883600,148.26,148.26
1712884500,142.30,142.30
1712885400,142.30,142.30
1712886300,142.30,142.30
1712887200,142.30,142.30
1712888100,142.30,142.30
1712889000,142.30,142.30
1712889900,142.30,142.30
1712890800,142.30,142.30
1712891700,119.09,119.09
1712892600,119.09,119.09
1712893500,119.09,119.09
1712894400,119.09,119.09
1712895300,119.09,119.09
1712896200,119.09,119.09
1712897100,119.09,119.09
1712898000,119.09,119.09
1712898900,119.09,119.09
1712899800,119.09,119.09
1712900700,119.09,119.09
1712901600,119.09,119.09
1712902500,119.09,119.09
1712903400,119.09,119.09
1712904300,119.09,119.09
1712905200,119.09,119.09
1712906100,116.23,116.23
1712907000,116.23,116.23
1712907900,116.23,116.23
1712908800,116.23,116.23
1712909700,97.41,97.41
1712910600,97.41,97.41
1712911500,97.41,97.41
1712912400,97.41,97.41
1712913300,98.42,98.42
1712914200,98.42,98.42
1712915100,98.42,98.42
1712916000,98.42,98.42
1712916900,99.08,99.08
1712917800,99.08,99.08
1712918700,99.08,99.08
1712919600,99.08,99.08
1712920500,99.18,99.18
1712921400,99.18,99.18
1712922300,99.18,99.18
1712923200,99.18,99.18
1712924100,99.44,99.44
1712925000,99.44,99.44
1712925900,99.44,99.44
1712926800,99.44,99.44
1712927700,-79.32,99.29
1712928600,162.27,162.67
1712929500,99.29,99.29
1712930400,99.29,99.29
1712931300,99.98,99.98
1712932200,99.98,99.98
1712933100,99.98,99.98
1712934000,99.98,99.98
1712934900,100.36,100.36
1712935800,100.36,100.36
1712936700,100.36,100.36
1712937600,100.36,100.36
1712938500,92.86,92.86
1712939400,92.86,92.86
1712940300,92.86,92.86
1712941200,92.86,92.86
1712942100,86.90,86.90
1712943000,86.90,86.90
1712943900,86.90,86.90
1712944800,158.23,157.79
1712945700,86.90,86.90
1712946600,86.90,86.90
1712947500,86.90,86.90
1712948400,86.90,86.90
1712949300,86.90,86.90
1712950200,86.90,86.90
1712951100,86.90,86.90
1712952000,86.90,86.90
1712952900,100.94,100.94
1712953800,100.94,100.94
1712954700,100.94,100.94
1712955600,100.94,100.94
1712956500,101.13,101.13
1712957400,101.13,101.13
1712958300,101.13,101.13
1712959200,101.13,101.13
1712960100,92.86,92.86
1712961000,92.86,92.86
1712961900,92.86,92.86
1712962800,92.86,92.86
1712963700,96.25,96.25
1712964600,96.25,96.25
1712965500,96.25,96.25
1712966400,96.25,96.25
1712967300,98.07,98.07
1712968200,98.07,98.07
1712969100,98.07,98.07
1712970000,98.07,98.07
1712970900,98.09,98.09
1712971800,98.09,98.09
1712972700,98.09,98.09
1712973600,98.09,98.09
1712974500,97.68,97.68
1712975400,97.68,97.68
1712976300,97.68,97.68
1712977200,97.68,97.68
1712978100,96.23,96.23
1712979000,96.23,96.23
1712979900,96.23,96.23
1712980800,96.23,96.23
1712981700,95.49,95.49
1712982600,95.49,95.49
1712983500,95.49,95.49
1712984400,95.49,95.49
1712985300,95.65,95.65
1712986200,95.65,95.65
1712987100,95.65,95.65
1712988000,95.65,95.65
1712988900,96.38,96.38
1712989800,96.38,96.38
1712990700,96.38,96.38
1712991600,96.38,96.38
1712992500,-79.32,97.68
1712993400,97.68,97.68
1712994300,97.68,97.68
1712995200,97.68,97.68
1712996100,97.82,97.82
1712997000,97.82,97.82
1712997900,97.82,97.82
1712998800,97.82,97.82
1712999700,98.06,98.06
1713000600,98.06,98.06
1713001500,98.06,98.06
1713002400,98.06,98.06
1713003300,98.32,98.32
1713004200,98.32,98.32
1713005100,152.67,155.21
1713006000,98.32,98.32
1713006900,162.35,158.13
1713007800,161.73,158.13
1713008700,160.63,157.65
1713009600,145.68,146.15
1713010500,145.68,146.15
1713011400,145.68,146.15
1713012300,145.68,146.15
1713013200,145.68,146.15
1713014100,158.26,154.76
1713015000,158.00,154.91
1713015900,155.12,155.79
1713016800,146.34,146.34
1713017700,154.92,155.71
1713018600,154.70,155.70
1713019500,146.34,146.34
1713020400,156.33,156.33
1713021300,199.03,202.86
1713022200,153.66,156.37
1713023100,152.84,155.58
1713024000,154.40,154.19
1713024900,94.96,94.96
1713025800,94.96,94.96
1713026700,94.96,94.96
1713027600,94.96,94.96
1713028500,86.66,86.66
1713029400,86.66,86.66
1713030300,86.66,86.66
1713031200,86.66,86.66
1713032100,86.65,86.65
1713033000,86.65,86.65
1713033900,154.32,154.08
1713034800,86.65,86.65
1713035700,86.68,86.68
1713036600,86.68,86.68
1713037500,86.68,86.68
1713038400,86.68,86.68
1713039300,100.28,100.28
1713040200,100.28,100.28
1713041100,100.28,100.28
1713042000,152.63,152.63
1713042900,99.37,99.37
1713043800,99.37,99.37
1713044700,99.37,99.37
1713045600,99.37,99.37
1713046500,94.77,94.77
